,0,1,2,3,4
0,-8.014004269259981,-8.021155308171394,-8.023100727460328,-8.02371259393065,-8.023938318068003
1,-8.024255366520388,-8.024461447091227,-8.024214068644671,-8.024111027416096,-8.024178064786803
2,-8.024332258997863,-8.024322089886743,-8.024194352710651,-8.024130732926455,-8.0241195358591
3,-8.024122738208364,-8.024130129822266,-8.024169548454744,-8.024137896377878,-8.024182697055071
4,-8.024128696393415,-8.024088180354834,-8.024183319981402,-8.024131201121289,-8.02417835481764
