,0
0,-5.040653231994611
1,0.0
2,-0.0018402719709809672
3,-0.00036578226253776555
4,-3.0327316187525874e-08
5,-8.00074243152875e-05
6,-4.303678985329665e-05
7,-5.893926752828818e-05
8,-4.119572475636034e-05
9,0.0004429248578910746
