,0
0,-4.797285097119472
1,0.0
2,-0.0034557030574720294
3,-0.006354849942286977
4,-0.003876435012101847
5,-0.003403724192357751
6,-0.004850331298386832
7,-0.0015715331498878003
8,0.007773818938634243
9,-5.628787836179119e-05
