,0
0,-6.305392352470489
1,-7.9531235172922585
2,-7.968496085902808
3,-7.967951140110728
4,-7.969598754066958
5,-7.970034223688856
6,-7.967688643880747
7,-7.971688311640946
8,-7.975099156366653
9,-7.971751595681297
