,0
0,-2.989690500626805
1,-7.96510363837549
2,-7.978767669959824
3,-7.9756934490414775
4,-7.9752778553812504
5,-7.9752858992061935
6,-7.975294958741599
7,-7.975299925171777
8,-7.975292811928631
9,-7.975303867118721
