,0
0,-4.671215644057199
1,0.0
2,-0.0021954987372737778
3,-5.5411156784752074e-05
4,0.0
5,-2.9651133766043298e-16
6,1.2183561875361402e-16
7,-1.5151367809989453e-18
8,-3.7002256709430853e-16
9,-4.633498872515216e-06
