,0
0,-4.932413213056931
1,-8.01420626977474
2,-8.026414167501533
3,-8.024515744264653
4,-8.024024726020283
5,-8.02413614122259
6,-8.024132934777949
7,-8.02413720886278
8,-8.02413540591723
9,-8.024138153221752
