,0
0,-5.040011498100712
1,0.0
2,-0.0017349440415036325
3,-0.0001073273857503684
4,-1.3210092213283494e-12
5,-4.10751303683128e-06
6,-2.2436472584443018e-05
7,-8.889294430182236e-16
8,-2.4394315948774586e-05
9,-9.255769472794735e-06
