,0
0,-4.0955485100278715
1,-8.021279245531787
2,-8.033681685804268
3,-8.03106202126322
4,-8.030689414416715
5,-8.030714315776311
6,-8.030757798342453
7,-8.030725571015259
8,-8.030927906977798
9,-8.030742027239027
