,0
0,-4.989877318089544
1,0.0
2,-0.0017795392452322843
3,-5.9796853489180854e-05
4,0.0
5,-8.368445080888261e-08
6,6.811180725599839e-17
7,2.1631830568599329e-16
8,9.65304430155606e-18
9,-4.446655256852629e-06
