,0,1,2,3,4
0,2.3556434991754683e-09,3.698618028021044e-09,9.785610638652248e-09,1.141970891183064e-07,1.1171988134606181e-07
1,8.837049641385875e-06,1.893999611368713e-06,2.1404195319263408e-05,1.0024604938152493e-05,4.956288233159967e-07
2,8.021958977977306e-06,1.0723649412014424e-05,7.276252890875412e-06,5.8360132321620055e-08,6.075238303537844e-07
3,1.0953087487663993e-05,1.405942581556019e-05,3.6969604123568646e-09,2.481884545361624e-08,8.688737337980767e-08
4,9.697802239472253e-06,4.648412499001455e-08,1.2867728944977325e-08,2.3013760399499675e-08,8.673240767365087e-05
