,0,1,2,3,4,5,6,7,8,9
0,-7.998250102820646,-8.004065001714626,-8.005862204579419,-8.006478783513293,-8.006721584930512,-8.006831819767722,-8.006889327609702,-8.006922178608463,-8.006941939038668,-8.006954114220186
1,-8.006099533915851,-8.006662800001742,-8.00680114764764,-8.006879163533858,-8.006923524450148,-8.006952025150191,-8.006965959526955,-8.006971759380816,-8.006973661377717,-8.006974281696484
2,-8.006662027575146,-8.006834098895935,-8.006951415988603,-8.00696098259631,-8.006980678838042,-8.006974248756093,-8.006974754402945,-8.00697443665532,-8.006974555964362,-8.00697456320367
3,-8.00680062443085,-8.006951056418464,-8.006961156775024,-8.006936907711717,-8.006975382049754,-8.006974707854752,-8.00697455484652,-8.006974520672975,-8.006974563605478,-8.006974559581604
4,-8.006878539761797,-8.006960966337681,-8.006934549705758,-8.006975828828333,-8.006974793133878,-8.006974359927568,-8.006974518794788,-8.006974536187185,-8.00697455651017,-8.006974557413331
5,-8.006922879556448,-8.006980604196984,-8.006975372257429,-8.006974791557163,-8.006974464280471,-8.006974534485138,-8.006974561413433,-8.006974553991547,-8.006974557600591,-8.00697455655731
6,-8.006951398680702,-8.006974256412692,-8.006974708435825,-8.00697435630672,-8.006974534413008,-8.006974569425294,-8.00697455467527,-8.00697455612837,-8.006974554461049,-8.00697454709397
7,-8.006965551033963,-8.006974753679714,-8.006974555963621,-8.006974518724416,-8.006974561290757,-8.00697455466243,-8.006974556321165,-8.006974554908803,-8.006974561333548,-8.006974585933621
8,-8.006971558054277,-8.006974436765663,-8.006974520695522,-8.00697453642255,-8.00697455399973,-8.00697455612016,-8.006974554899362,-8.006974577782442,-8.006974594110218,-8.006974573624369
9,-8.006973582535057,-8.006974555644815,-8.006974563584816,-8.006974556498726,-8.006974557602609,-8.006974554466552,-8.006974561168738,-8.006974594105417,-8.006974581539524,-8.00697458898973
