,0,1,2,3,4,5,6,7,8,9
0,1.872671479406676e-09,3.0795563424299856e-09,3.2549740379426046e-08,1.8824914027604223e-06,4.046924031442245e-06,3.22537077845908e-06,6.099357883382339e-05,4.674830447726208e-05,9.385961441843449e-06,3.392317259898192e-05
1,1.3616526741699886e-05,0.0016342577964056915,1.6144975888643387e-05,5.84951932562916e-05,0.0003323200689990813,4.304215312700421e-05,1.2682806567632099e-05,3.69455570332633e-05,0.00018863433521421058,8.850899198975526e-05
2,8.766192062470424e-05,0.0001593476093999513,0.0007290131959800661,0.0018661139311921815,1.0032107211718914e-09,1.813437979491286e-09,1.8419861986807007e-05,4.079375024446108e-07,1.9009193276353642e-05,9.545086487428023e-05
3,0.0003128121130009376,0.0004125528615706031,0.0067893143801631695,4.098337932102047e-09,3.280074441643896e-09,3.180853912669454e-09,4.192368033173466e-06,5.127408002181255e-06,4.8957185676101744e-05,5.735965393327547e-06
4,0.0001138598904049104,0.00040450196402463945,4.453339564491508e-09,0.000642294885147443,3.6982372773053385e-06,7.403546656981064e-05,2.5717629076105197e-05,4.61051390319156e-05,6.162291989575408e-06,0.0006150067492611683
5,0.00011200509154285498,1.0027964166010534e-08,3.190934143689257e-09,2.208894476751766e-05,0.00011177571326381752,2.9066013755851827e-06,4.548444170016097e-05,5.089110380310013e-10,2.3442979038890144e-05,1.2765685612500792e-09
6,7.679579134123315e-05,1.922785010542805e-09,4.533368674577929e-09,2.1275089335581754e-05,7.868387748199979e-05,7.885651970041719e-10,7.837784804386828e-09,9.379656243583136e-09,1.2502645061474027e-06,1.8172190925369591e-06
7,1.3700282005757458e-05,4.336925868701334e-09,1.2971081668230638e-08,5.281962978997967e-06,7.599064349328444e-06,6.274398446121462e-09,2.356792545921138e-05,6.238812007453021e-06,9.430362649887059e-06,1.158140414680986e-06
8,0.00021608377676063384,1.3734517997394668e-08,5.055173237992945e-09,2.3780809796924984e-05,3.864560029546136e-08,1.163741470027306e-08,2.3075564524077663e-05,1.1019319006599915e-05,1.9064661675116668e-05,1.4949388231322303e-05
9,2.7870681428510125e-05,4.5113517875669025e-09,9.914199661594617e-09,6.864927981631297e-06,2.2289180197539002e-10,2.1523548981851796e-10,1.4688717859812073e-06,3.561055784562228e-05,2.351798346289513e-06,2.9123813491634175e-09
