,0
0,-3.845910183033632
1,-8.016614465965073
2,-8.02922826879629
3,-8.02647749230199
4,-8.026109405317953
5,-8.026126823914701
6,-8.026142734427044
7,-8.026121777367072
8,-8.026086198536936
9,-8.026152232813999
