,0
0,-4.942747200595618
1,0.0
2,-0.001840520741178187
3,-5.068838120266735e-05
4,0.0
5,-3.7942314936106254e-09
6,1.1482664113804614e-17
7,1.0261188916689932e-16
8,1.1843841508812557e-16
9,-3.572346419717265e-06
