,0
0,-4.344973595129599
1,0.0
2,-0.002549204332686184
3,-8.869321764443004e-05
4,0.0
5,-9.245350705226787e-15
6,1.7456135710567066e-07
7,1.19448692398294e-16
8,-2.022429378090775e-16
9,-6.840996626409829e-06
