,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-29.196522051247438,-29.216798447272062,-29.225891253150532,-29.230309374138944,-29.23248653876317,-29.23350249758331,-29.233928009685272,-29.234069574677868,-29.234089379242835,-29.234066847632633,-29.234037036873314,-29.234012640456772,-29.23399631472474,-29.233986828233462,-29.23398206402251,-29.23398010496829,-29.23397960738167,-29.233979752790553,-29.233980086105017,-29.23398040169661,-29.23398064352946,-29.23398079322014,-29.233980872375184,-29.233980911512003
1,-29.229822126968322,-29.23322850378202,-29.234504202474557,-29.234591854655942,-29.234394386902352,-29.234233849916286,-29.234140266074057,-29.234092598170765,-29.234078839937943,-29.234159013794702,-29.233903106398024,-29.233963198578017,-29.233973702782453,-29.233977247378963,-29.2339787389061,-29.233979437823617,-29.23397971991442,-29.23397949479492,-29.233986079665684,-29.233981433431946,-29.23398103714608,-29.233980960970456,-29.233980949871707,-29.233980949907554
2,-29.23322590863923,-29.235042789264927,-29.23459730411526,-29.234530275789695,-29.232833899540267,-29.23391013953531,-29.233961105592822,-29.23397169936624,-29.233976025609454,-29.23397820120469,-29.233979546120768,-29.233980341501958,-29.233980710728407,-29.233980769009232,-29.233980914763904,-29.23398106318254,-29.233980831940965,-29.23398088771932,-29.23398108579884,-29.233980686584772,-29.23398091313178,-29.233980946888213,-29.233980949907426,-29.233980949871732
3,-29.23450153207721,-29.234597147819194,-29.234080073293306,-29.234006650796765,-29.233973075890916,-29.23397423158299,-29.23397555800915,-29.23397948261963,-29.23398059660703,-29.233981793598673,-29.23398144437371,-29.233981003999634,-29.233980779256132,-29.233980669144053,-29.23398388703251,-29.233980967460653,-29.233980875134066,-29.233980805494095,-29.233980956827228,-29.23398086579448,-29.23398097145341,-29.233980951225163,-29.233980947103593,-29.23398096273628
4,-29.2345913962862,-29.234528825206176,-29.23400664764622,-29.233951323034475,-29.233974192031653,-29.233963790366705,-29.233973231944102,-29.233980779039843,-29.233986985478733,-29.233981501247634,-29.233982337640057,-29.23397950985892,-29.23398087965275,-29.233979059051673,-29.233980730819713,-29.23398091969497,-29.233980926093636,-29.23398091905578,-29.233980917374264,-29.23398090421238,-29.23398094750357,-29.23398097797306,-29.233980927127842,-29.233980903458946
5,-29.234394686339563,-29.2327734407094,-29.233973067273475,-29.233974191493385,-29.233975514645504,-29.23397319959173,-29.233970752546607,-29.233982029076536,-29.233981636220264,-29.233981011673936,-29.23398001075058,-29.23398192304425,-29.23398099484434,-29.233980958906976,-29.23398095915652,-29.23398092738417,-29.233980922506166,-29.23398091680254,-29.233980919401098,-29.23398091220561,-29.23398091628639,-29.233980911752923,-29.233980913361847,-29.233980984269774
6,-29.234233724331485,-29.23390886676249,-29.233974231563124,-29.23396308116667,-29.233973197942046,-29.233980916953918,-29.23398138947537,-29.233981483868764,-29.23398295660388,-29.233980317474877,-29.23398092629067,-29.233981079800238,-29.23398093949678,-29.233980959154767,-29.233980958908642,-29.233980904382655,-29.23398091849128,-29.233980925397397,-29.23398088653498,-29.233980914169734,-29.233980914277012,-29.23398091296209,-29.233980911891415,-29.23398090525842
7,-29.23413950614384,-29.233960793901378,-29.233975557979402,-29.233973231155076,-29.233970703823736,-29.233981389469125,-29.233981506138814,-29.233981398755898,-29.233979629546848,-29.233982038833254,-29.233981093964182,-29.233981012358235,-29.233980964540805,-29.233980946391586,-29.233981055074242,-29.233980926243873,-29.23398091278198,-29.233980906941202,-29.23398091828942,-29.23398091427183,-29.23398091418249,-29.23398091449225,-29.233980921585548,-29.233980904402287
8,-29.2340910962469,-29.233971594751566,-29.233979458000363,-29.23398077159353,-29.23398202699343,-29.233981483862557,-29.23398139875071,-29.23398106562945,-29.233981100742888,-29.233980918349772,-29.23398090282139,-29.233980969780443,-29.233981138642537,-29.23398087521979,-29.233980902740072,-29.233980878117094,-29.233980909106563,-29.233980911815742,-29.233980915016456,-29.233980913402075,-29.233980914442792,-29.233980914081375,-29.23398091117096,-29.23398090865946
9,-29.234075656914026,-29.233975978269047,-29.233980580957805,-29.23398672728865,-29.23398163474757,-29.233982941818365,-29.233979627849973,-29.2339811007429,-29.23398107069666,-29.233980901629618,-29.23398091631649,-29.23398093901021,-29.233980887032438,-29.233980913559684,-29.233980890766013,-29.233980897309838,-29.23398092454621,-29.233980918551485,-29.23398091420831,-29.23398091572462,-29.233980923215814,-29.23398081903674,-29.23398090453052,-29.23398090793643
