,0,1,2,3,4
0,-7.9219065011973955,-7.931895893021939,-7.938882125519663,-7.9437453866793755,-7.949949299063924
1,-7.93944427604191,-7.961277810830595,-7.942387856316363,-7.942059993033712,-7.9525093737739185
2,-7.9419309874958035,-7.951620003792681,-7.952463420731798,-7.953649209529958,-7.952097244239133
3,-7.9461179910606194,-7.94312131252475,-7.939605438595469,-7.9178480960158995,-7.948264129720721
4,-7.942892822651788,-7.9466355078309725,-7.939145467163561,-7.944732991374487,-7.950819625302169
