,0
0,-6.650174651288584
1,-7.931141433665809
2,-7.948556458877028
3,-7.944573619710059
4,-7.951980017285169
5,-7.9508726458996435
6,-7.952707947368615
7,-7.9564894215823685
8,-7.9528786744664215
9,-7.959964755940241
