,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-49.169413784578765,-49.197666395422814,-49.21803224378235,-49.22129723926162,-49.22595182124422,-49.22592763232612,-49.2274255632586,-49.2273348872799,-49.228013233383756,-49.22806289663003,-49.22841096706573,-49.228498143754756,-49.22868427155345,-49.228768341577414,-49.22888097883341,-49.22895829846133,-49.229041740319865,-49.229114884293864,-49.22918771320515,-49.22925823936331,-49.22932706513118,-49.22939553588327,-49.229462351762976,-49.229528907814036
1,-49.204531687615265,-49.27031918941562,-49.22192098774588,-49.21035168985174,-49.225927757408726,-49.22595143678489,-49.22734006356663,-49.227414870652204,-49.22806682019712,-49.22800496733749,-49.228527276388995,-49.228334155529154,-49.22883760194237,-49.22843681392465,-49.22912760236569,-49.22790374331621,-49.22963468417607,-49.24574304039821,-49.231424099667684,-49.232100812006344,-49.24292280899542,-49.232143103660796,-49.247405121997794,-49.232612554624794
2,-49.26725287118696,-49.22506680847436,-49.22714622973535,-49.22722209727199,-49.227565742747736,-49.227958540876195,-49.228390888608054,-49.228910215706165,-49.229108437840445,-49.229225145121816,-49.229191691478576,-49.22927187723807,-49.229327684851,-49.22951630069488,-49.229686244624844,-49.23014317985231,-49.23048875768369,-49.23181123182586,-49.23192542309939,-49.231133258324085,-49.23396375047654,-49.234057905282484,-49.23448370561156,-49.23429428108037
3,-49.22191505699292,-49.22713930754368,-49.22722380116716,-49.22712416958869,-49.23162472289578,-49.231727200578234,-49.23016315627247,-49.22917420596433,-49.22933147063483,-49.22919857834868,-49.22921448701565,-49.22942539098932,-49.22923313516433,-49.23017904465774,-49.22916151555802,-49.23101142304396,-49.22945429591164,-49.23193734636354,-49.23180081064398,-49.232851103334035,-49.2340622154815,-49.23392887370433,-49.23435392071431,-49.23385796402594
4,-49.20739106715633,-49.22722177288205,-49.22711245309717,-49.24815190189634,-49.23172694735472,-49.231628505757925,-49.23535947906444,-49.229263828571845,-49.2292250871233,-49.22922911950218,-49.22914430708313,-49.22913374570541,-49.2290015391276,-49.2282960826056,-49.22654648658026,-49.19877919849592,-49.24223344331527,-49.23687613518705,-49.23577970193679,-49.23504554628528,-49.23460846058786,-49.23440457371921,-49.23427109841477,-49.234481504932624
5,-49.22591059168941,-49.22756325570039,-49.231781911611115,-49.23171979962563,-49.22855264419832,-49.235028825760516,-49.2311864519456,-49.229194816400124,-49.2292288692034,-49.22922471500337,-49.229134012978356,-49.22914569429692,-49.229548424968286,-49.23147186393084,-49.23307637507135,-49.23449162311733,-49.23462431728639,-49.23496375481316,-49.23074786177568,-49.23291822786897,-49.23333638995748,-49.23234346908016,-49.24012986965783,-49.23322250423064
6,-49.22585307961434,-49.22795382521535,-49.23171988778722,-49.231783399283614,-49.23499914375213,-49.2267354245297,-49.22910951519104,-49.22925984410708,-49.22905286332324,-49.22960142912326,-49.22717741526093,-49.23090579895247,-49.222119651205404,-49.233862928188785,-49.2373048997736,-49.23463744805273,-49.23441252005877,-49.23469393349966,-49.232751006805685,-49.23360288267838,-49.233097422296204,-49.2338810272092,-49.230375465076136,-49.23354751828932
7,-49.227333891574794,-49.22837938039568,-49.23016512599328,-49.23524188292794,-49.23138718284336,-49.229107076631635,-49.22928344674857,-49.22951660897737,-49.23008095765601,-49.23198773041147,-49.23307154364091,-49.23627868322587,-49.23765751509718,-49.23546652058843,-49.234973526246705,-49.234996313442586,-49.23471759708869,-49.23456530512192,-49.233208090659,-49.23301175583972,-49.23202229095417,-49.23278337134319,-49.23238351176656,-49.23277370299454
8,-49.22738727581745,-49.22889131583145,-49.22917128717994,-49.22926301126247,-49.22919425054453,-49.229260213225565,-49.22951236600233,-49.230242451860875,-49.22644240355237,-49.23321130065007,-49.230805015843245,-49.23794655345553,-49.23676250546799,-49.23441212121396,-49.234995512105954,-49.23497393487316,-49.238057576070986,-49.23405111424924,-49.23274699650613,-49.23342998940618,-49.23273941956025,-49.23257176839078,-49.23256331225264,-49.232637959940696
9,-49.22806695050484,-49.22909706489409,-49.22932940822666,-49.22922396813938,-49.22922844177676,-49.22904581049888,-49.23007663487363,-49.22632315554493,-49.23379239075891,-49.2371488129193,-49.2395462156821,-49.23534928040033,-49.235330268323324,-49.23525163075929,-49.2346072355383,-49.23547800995399,-49.23441439837332,-49.23364494176648,-49.24882635668734,-49.231511395512385,-49.23241913632442,-49.23256322272229,-49.232570600070396,-49.23268123496513
