,0,1,2,3,4,5,6,7,8,9
0,-100.03658781412564,-100.03535198121868,-100.0549438981428,-100.05699702088904,-100.06230922222214,-100.06247389491786,-100.06400000150556,-100.06330448237155,-100.06338067388918,-100.06275541555665
1,-100.03536013845718,-100.03649450930735,-100.05730130670142,-100.05361287128471,-100.06247150962051,-100.06229123813297,-100.06347459183034,-100.06336294606147,-100.06330744773143,-100.06262152129767
2,-100.03445366750017,-100.06087126232676,-100.06479402174685,-100.06891896328632,-100.06503981914017,-100.06389830623337,-100.06335650228478,-100.06356332342142,-100.06358324374156,-100.06117510045154
3,-100.0573184431192,-100.07504196157196,-100.06886048791564,-100.0592417581732,-100.062904215233,-100.05994988476752,-100.06300489631174,-100.06244880346165,-100.06279415934124,-100.06259063372234
4,-100.05259721899704,-100.06796439928678,-100.05903160619697,-100.06283014519849,-100.06210984518994,-100.06239740288808,-100.06280011097657,-100.06271480955165,-100.0626789232392,-100.06241220006083
5,-100.06229578349351,-100.06400158753574,-100.0628401651045,-100.0620797348283,-100.06249926239101,-100.0599036435777,-100.06274918211074,-100.06262242169879,-100.06275227342768,-100.06256979829881
6,-100.06154703888762,-100.06373342433105,-100.06011326509797,-100.06237834396372,-100.06204779168881,-100.06297922475062,-100.06271641550286,-100.06292386243014,-100.06245582750748,-100.06245920021473
7,-100.06323972947828,-100.06320917924856,-100.06292686714039,-100.06276918452541,-100.06273891262904,-100.06271104343155,-100.06266184321532,-100.06256241810028,-100.06260314490545,-100.06253937042717
8,-100.0632038455793,-100.06324634831904,-100.06240811017481,-100.06272674854615,-100.06277389706035,-100.06280491142736,-100.06253149191623,-100.06259545633475,-100.06258011107728,-100.06245801623322
9,-100.06316344446016,-100.063605847803,-100.06280788041511,-100.06269024897728,-100.06281375922913,-100.06283468949232,-100.06261205679971,-100.06257565579038,-100.06266081771393,-100.06245092461906
