,0,1,2,3,4,5,6,7,8,9
0,-99.98643766882456,-99.98847730644138,-100.03625503328844,-100.03908443783533,-100.05488234745036,-100.0464552803086,-100.04316938628084,-100.03452377207711,-100.0303754272124,-100.02875771878197
1,-99.98849674374645,-99.98630836581975,-100.03930350908234,-100.03531333220208,-100.04952215986602,-100.04032796696787,-100.04877826204992,-100.02504327550561,-100.0275074254537,-100.0290700979392
2,-99.98274054441107,-100.08834021767021,-100.07732699213906,-100.05376363143893,-100.0470694233041,-100.05344513803679,-100.07770406725768,-100.02793060757975,-100.01860499336634,-100.0328511038472
3,-100.03894779514597,-100.05416710144853,-100.04570725073944,-100.02419311042992,-100.04204602951539,-100.03264277879691,-100.04038702426038,-100.03175457170076,-100.03431814735302,-100.03010795360386
4,-100.03216944691891,-100.05617396449178,-100.0240584453194,-100.08406381325432,-100.03950625800806,-100.03805445251677,-100.03692367216503,-100.03300804962676,-100.03248072720082,-100.03208093221248
5,-100.04839574699655,-100.04626215112624,-100.04182998187594,-100.03941587607262,-100.03860807600212,-100.04745960595078,-100.04116265354253,-100.03174458353476,-100.03155346612012,-100.03193463610053
6,-100.04054460894362,-100.05563587720687,-100.03146470268038,-100.0381535110643,-100.04077616235239,-100.04172243457448,-100.04170260170717,-100.0315746867614,-100.03170179091599,-100.0320778078159
7,-100.05015811877371,-100.0663731263057,-100.0407861818946,-100.03695277247355,-100.0434256236968,-100.04146781150678,-100.03563676844875,-100.0320406673197,-100.03237235431386,-100.0318082254153
8,-100.03461372872212,-100.02782824160441,-100.0236004336597,-100.03277580840218,-100.02586247696142,-100.03124674981042,-100.03103639418924,-100.03221924679212,-100.03206813009551,-100.03186275603468
9,-100.0209112127124,-100.02491826094786,-100.02737929406373,-100.03097133694224,-100.02946181466503,-100.03105119725063,-100.03122614091373,-100.03168072955785,-100.0313526185591,-100.03162660239525
