,0,1,2,3,4,5,6,7,8,9
0,-99.98184139131345,-99.98694035008455,-100.0724505583186,-100.06112229553698,-100.08333925640312,-100.04081955539729,-100.01840322874075,-100.00344270712615,-99.99738834049695,-100.01169518574132
1,-99.98705021373985,-99.98136464579667,-100.06262349155152,-100.06825427998744,-100.06852744926948,-99.97487569600752,-99.94388466655133,-99.99225629580802,-100.0014180315757,-99.99529373648703
2,-99.97664654728828,-100.1715592012609,-100.08986240613586,-100.06853062022836,-100.06826108431164,-99.94762833774224,-99.96962714335442,-99.98159748268824,-100.00745436891756,-100.01465698717413
3,-100.0613383668327,-100.07963648108844,-100.0331596412534,-99.9917069497117,-100.05180930739236,-100.00139182591343,-99.84989716239178,-99.98259399016182,-100.0138262420199,-100.02579402898199
4,-100.06568417166872,-100.06738294933122,-99.99105103458365,-100.02808105511556,-100.04286966133073,-100.03090769616908,-100.02486726973565,-100.0203351843991,-100.01822981629287,-100.02136165765125
5,-100.06728558145412,-100.06592301743383,-100.05137608335389,-100.0427534385907,-100.03927913440373,-99.99779202324626,-100.01110669058323,-100.01546335121937,-100.0191634707215,-100.02336624295309
6,-99.93972857234259,-99.9624981096392,-99.8741497581802,-100.03133309821172,-100.05226056739747,-100.02514278793954,-99.99899961829205,-100.05885985070326,-100.02007295350114,-100.0094242863412
7,-99.98535695018833,-99.99315054558983,-99.91777532980802,-100.0235912271561,-99.99629541215442,-100.03591463609298,-99.9893131475041,-100.0066986261082,-100.02102713801884,-100.01951112945913
8,-99.82012988666241,-99.79383767876563,-99.87948868959458,-100.0177179161558,-100.00974595987756,-100.04257168927249,-99.99640638628748,-100.02279029893573,-100.02201650154655,-100.02679253565333
9,-99.9826860937587,-99.99359945092918,-100.00629657228372,-100.014494316941,-100.01623386206649,-100.01857098512204,-100.02059860851332,-100.02196469227641,-100.02241951501347,-100.01669469337078
