1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.2,2.4,2.6,2.8,3
-4.511965959,-4.608770441,-4.764924132,-4.828444556,-4.884287933,-4.933560727,-4.977137944,-5.015731772,-5.049939777,-5.080274265,-5.131035563,-5.17088554,-5.201974705,-5.201974705,-5.225981532,-5.244295565
-7.983765394,-7.981657293,-7.967701924,-7.958535645,-7.948886693,-7.939151894,-7.929575401,-7.920302286,-7.911413232,-7.902947781,-7.887329114,-7.873416017,-7.861094464,-7.861094464,-7.850233481,-7.840703077
-8.006133948,-8.003966036,-7.998096961,-7.990171076,-7.981208693,-7.97184867,-7.962491485,-7.953385898,-7.944683115,-7.936471828,-7.92880144,-7.915171534,-7.903863895,-7.894864825,-7.888128417,-7.883583721
-8.011956011,-8.00979929,-8.00398945,-7.996162731,-7.987339189,-7.978157986,-7.969018677,-7.960168044,-7.951754775,-7.943864771,-7.93654433,-7.923684674,-7.91320545,-7.905035809,-7.899059986,-7.89513174
-8.013620377,-8.011530119,-8.005828097,-7.998148563,-7.989512399,-7.98056001,-7.971692399,-7.963158727,-7.955111966,-7.947645149,-7.94081546,-7.929208191,-7.920521076,-7.915010706,-7.913029076,-7.915018418
-8.014120043,-8.012083076,-8.006464178,-7.998898578,-7.99040855,-7.981635916,-7.972983272,-7.964701981,-7.956948261,-7.949819767,-7.943379803,-7.932737485,-7.925319739,-7.921424344,-7.921333245,-7.925182781
-8.01428304,-8.012280121,-8.006715089,-7.999225807,-7.990837307,-7.982194562,-7.97370408,-7.965622382,-7.958112699,-7.951282245,-7.945207274,-7.935570281,-7.92970825,-7.928236939,-7.931866914,-7.941235617
-8.014344619,-8.012361628,-8.006828751,-7.999386662,-7.991063439,-7.982507633,-7.974130098,-7.966192739,-7.958865474,-7.952263778,-7.946473879,-7.937623222,-7.932913517,-7.932986523,-7.938334933,-7.948838926
-8.01437313,-8.012401664,-8.006887743,-7.999474496,-7.991192901,-7.982695091,-7.974396426,-7.966564494,-7.959376418,-7.952956803,-7.94740339,-7.939248975,-7.935659487,-7.937432458,-7.945096564,-7.958144141
-8.014388689,-8.012423961,-8.006921296,-7.999525724,-7.991270607,-7.982811139,-7.974566577,-7.966809419,-7.959722886,-7.953438975,-7.948064027,-7.940430883,-7.937612317,-7.940270903,-7.948271176,-7.95936725
-8.014397936,-8.012437246,-8.006941417,-7.999556859,-7.991318773,-7.982884794,-7.974677372,-7.966973113,-7.959960402,-7.953777549,-7.948538222,-7.941310006,-7.939093337,-7.942397119,-7.950365022,-7.958732236
-8.014403594,-8.012445383,-8.006953795,-7.999576206,-7.991349157,-7.982932104,-7.974749919,-7.96708232,-7.960121522,-7.954010223,-7.948866445,-7.941908175,-7.939993838,-7.943196713,-7.949287321,-7.951067551
-8.014407074,-8.012450417,-8.006961507,-7.999588384,-7.991368532,-7.982962712,-7.974797548,-7.967154988,-7.960229909,-7.954167787,-7.949088725,-7.942298514,-7.940485074,-7.943176963,-7.946554269,-7.940020073
-8.014409215,-8.012453541,-8.006966342,-7.999596102,-7.99138095,-7.982982547,-7.974828701,-7.967202813,-7.960301297,-7.954270739,-7.949230684,-7.942512424,-7.940565136,-7.942145946,-7.941463008,-7.924940702
-8.01441053,-8.012455483,-8.006969382,-7.999601009,-7.991388923,-7.982995377,-7.974848929,-7.96723381,-7.960347059,-7.954335006,-7.949314548,-7.942595426,-7.940347843,-7.940459879,-7.935126496,-7.90825515
-8.014411337,-8.01245669,-8.006971296,-7.999604131,-7.991394033,-7.983003628,-7.9748619,-7.96725342,-7.960375127,-7.954371946,-7.949356281,-7.942576863,-7.939878896,-7.938182664,-7.927862577,-7.89303909
-8.014411832,-8.012457441,-8.0069725,-7.999606113,-7.991397295,-7.983008886,-7.974870066,-7.9672654,-7.960391191,-7.954390133,-7.949368821,-7.942487909,-7.939247778,-7.935622261,-7.920681166,-7.881229152
-8.014412136,-8.012457908,-8.006973257,-7.999607367,-7.991399362,-7.983012192,-7.974875072,-7.96727233,-7.960399269,-7.954395792,-7.949361806,-7.942351992,-7.938515348,-7.932973986,-7.914484813,-7.877711061
-8.014412322,-8.012458197,-8.00697373,-7.999608156,-7.991400659,-7.983014231,-7.974878025,-7.967275984,-7.960402204,-7.954393501,-7.949342695,-7.942190488,-7.937753841,-7.930512272,-7.910162537,-7.883415689
-8.014412436,-8.012458375,-8.006974024,-7.999608649,-7.991401462,-7.983015457,-7.974879667,-7.967277574,-7.960401982,-7.954386537,-7.949316978,-7.942019875,-7.937019161,-7.9284562,-7.908660469,-7.90200542
-8.014412505,-8.012458485,-8.006974207,-7.999608954,-7.991401951,-7.983016168,-7.974880489,-7.967277917,-7.960399968,-7.954377216,-7.949288674,-7.941853587,-7.936363449,-7.92701,-7.910461977,-7.931678068
-8.014412547,-8.012458552,-8.006974319,-7.99960914,-7.991402242,-7.983016558,-7.974880818,-7.967277557,-7.960397079,-7.954367115,-7.949260573,-7.941701367,-7.935825019,-7.926323098,-7.915977166,-7.971594053
-8.014412573,-8.012458594,-8.006974388,-7.999609253,-7.991402411,-7.983016754,-7.974880864,-7.967276846,-7.960393911,-7.954357263,-7.949234526,-7.941570038,-7.935431733,-7.926477378,-7.924904315,-8.015494402
-8.014412588,-8.012458618,-8.00697443,-7.999609319,-7.991402504,-7.983016836,-7.974880761,-7.967276006,-7.960390829,-7.954348284,-7.949211634,-7.941463593,-7.935198146,-7.927486117,-7.936682505,-8.056462328
-8.014412598,-8.012458633,-8.006974454,-7.999609358,-7.991402553,-7.983016854,-7.974880592,-7.967275167,-7.960388042,-7.954340508,-7.949192445,-7.941383707,-7.93512678,-7.929275015,-7.950021593,-8.084336853
-8.014412603,-8.012458642,-8.006974469,-7.99960938,-7.991402576,-7.98301684,-7.974880404,-7.967274402,-7.960385649,-7.95433406,-7.949177089,-7.941330079,-7.93520854,-7.931699438,-7.963347227,-8.088642889
