1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.2,2.4,2.6,2.8,3
-54.56016789,-54.8709794,-55.12652412,-55.34165662,-55.52598931,-55.68584709,-55.82552504,-55.94813534,-56.05612427,-56.1515309,-56.23609083,-56.37832759,-56.49199574,-56.58356092,-56.65787609,-56.71902302
-100.0191716,-100.0071203,-99.9855645,-99.95974451,-99.9325221,-99.90546769,-99.87941164,-99.85475373,-99.83165492,-99.81015294,-99.79022278,-99.75481221,-99.72473093,-99.69924564,-99.67774197,-99.65969012
-100.2210376,-100.212905,-100.195138,-100.1730446,-100.1495806,-100.1264101,-100.1044407,-100.0841279,-100.0656702,-100.0491315,-100.0345092,-100.0108367,-99.99410405,-99.98358717,-99.97853834,-99.97824305
-100.2239071,-100.2151286,-100.1967618,-100.1741511,-100.1502779,-100.126821,-100.1046935,-100.0843499,-100.0659844,-100.0496558,-100.0353562,-100.012646,-99.99725638,-99.98838563,-99.98516661,-99.98673426
-100.2281479,-100.2200964,-100.2025715,-100.1809288,-100.1581651,-100.1359779,-100.115304,-100.0966282,-100.0801815,-100.0660682,-100.0543349,-100.0380771,-100.0314225,-100.0342685,-100.0464817,-100.0679088
-100.2282085,-100.2201527,-100.2026453,-100.1810587,-100.1584056,-100.1363974,-100.1159806,-100.0976448,-100.0816208,-100.0680059,-100.0568315,-100.0417493,-100.0359462,-100.0384279,-100.047511,-100.0606438
-100.228654,-100.2207343,-100.203401,-100.1820336,-100.1596554,-100.1379923,-100.1180082,-100.1002114,-100.0848524,-100.0720473,-100.0618446,-100.0492309,-100.0465498,-100.0524829,-100.0646071,-100.0791641
-100.2285736,-100.2206258,-100.2032701,-100.1818949,-100.159532,-100.1379129,-100.1180035,-100.100309,-100.0850694,-100.0723801,-100.0622532,-100.0494039,-100.045154,-100.0464775,-100.048213,-100.0428259
-100.22866,-100.2207561,-100.2034578,-100.1821541,-100.1598789,-100.1383668,-100.1185872,-100.1010465,-100.0859811,-100.0734745,-100.0635128,-100.0507299,-100.0454955,-100.0432431,-100.0362437,-100.0132969
-100.2286322,-100.2207114,-100.2033941,-100.1820732,-100.1597855,-100.1382675,-100.118486,-100.10094,-100.0858508,-100.0732749,-100.0631557,-100.0495034,-100.0418998,-100.0346573,-100.0197946,-99.99004201
-100.228652,-100.220746,-100.2034488,-100.1821524,-100.1598928,-100.1384049,-100.1186533,-100.1011312,-100.0860482,-100.0734393,-100.0632121,-100.0488794,-100.0393596,-100.0281195,-100.0070332,-99.97097183
-100.2286428,-100.2207289,-100.2034215,-100.1821137,-100.1598428,-100.1383439,-100.1185786,-100.1010337,-100.0859062,-100.0732114,-100.062828,-100.047824,-100.0370408,-100.0250341,-100.0094659,-100.0030954
-100.2286488,-100.2207407,-100.2034416,-100.182144,-100.1598838,-100.138394,-100.1186335,-100.101084,-100.0859338,-100.0731841,-100.0626937,-100.0472351,-100.0357515,-100.0241074,-100.0146917,-100.0297268
-100.2286454,-100.2207336,-100.203429,-100.1821246,-100.159857,-100.1383593,-100.1185889,-100.1010238,-100.085846,-100.0730485,-100.0624829,-100.0468266,-100.0356639,-100.0276418,-100.0326537,-100.0837068
-100.2286476,-100.2207384,-100.203438,-100.1821389,-100.1598767,-100.1383831,-100.1186138,-100.1010442,-100.085853,-100.0730293,-100.0624239,-100.0467209,-100.0361585,-100.0315363,-100.0459565,-100.1069041
-100.2286462,-100.2207353,-100.2034317,-100.1821285,-100.1598616,-100.1383632,-100.1185884,-100.1010116,-100.0858098,-100.0729721,-100.062356,-100.0467699,-100.0372222,-100.0362279,-100.0552323,-100.0909856
-100.2286471,-100.2207375,-100.2034363,-100.1821363,-100.1598729,-100.1383772,-100.1186037,-100.101026,-100.0858207,-100.0729793,-100.0623677,-100.0469324,-100.0382138,-100.0389875,-100.0541661,-100.0487963
-100.2286465,-100.2207359,-100.2034329,-100.1821303,-100.1598637,-100.138365,-100.1185886,-100.1010081,-100.0858007,-100.0729608,-100.0623635,-100.0470984,-100.0389897,-100.0394704,-100.0403772,-99.95769263
-100.2286469,-100.220737,-100.2034355,-100.1821349,-100.1598709,-100.1383744,-100.1185996,-100.1010198,-100.0858134,-100.0729777,-100.0623956,-100.0472594,-100.0393761,-100.0379052,-100.0238876,-99.9097511
-100.2286467,-100.2207362,-100.2034335,-100.1821312,-100.1598649,-100.1383662,-100.1185895,-100.1010086,-100.0858026,-100.0729711,-100.0624024,-100.047345,-100.0393123,-100.0344466,-100.0050819,-99.8900772
-100.2286468,-100.2207368,-100.203435,-100.1821342,-100.1598699,-100.1383731,-100.1185979,-100.1010182,-100.0858138,-100.0729862,-100.0624273,-100.0474013,-100.0390163,-100.0311736,-99.99872102,-99.9627245
-100.2286467,-100.2207364,-100.2034339,-100.1821317,-100.1598656,-100.138367,-100.1185904,-100.1010099,-100.0858059,-100.0729807,-100.0624268,-100.0473857,-100.0384993,-100.0284002,-100.0038253,-100.0997304
-100.2286468,-100.2207367,-100.2034348,-100.1821338,-100.1598693,-100.1383723,-100.1185972,-100.1010179,-100.0858149,-100.0729916,-100.0624403,-100.047369,-100.0380902,-100.0278177,-100.0228393,-100.2255411
-100.2286467,-100.2207365,-100.203434,-100.1821321,-100.1598661,-100.1383675,-100.118591,-100.1010108,-100.0858077,-100.0729848,-100.0624327,-100.047313,-100.0377301,-100.0288193,-100.0479662,-100.3096086
-100.2286468,-100.2207366,-100.2034346,-100.1821335,-100.1598689,-100.1383719,-100.1185968,-100.1010177,-100.0858154,-100.072993,-100.06244,-100.0472879,-100.0376644,-100.0316076,-100.0679085,-100.2160895
-100.2286467,-100.2207365,-100.2034342,-100.1821323,-100.1598664,-100.1383678,-100.1185913,-100.1010112,-100.0858084,-100.0729854,-100.0624298,-100.0472437,-100.0376812,-100.0345048,-100.074316,-100.0064226
-100.2286468,-100.2207366,-100.2034346,-100.1821334,-100.1598687,-100.1383717,-100.1185967,-100.1010177,-100.0858155,-100.0729927,-100.0624362,-100.0472445,-100.0379464,-100.037186,-100.0608444,-99.71125139
-100.2286468,-100.2207365,-100.2034342,-100.1821324,-100.1598666,-100.138368,-100.1185914,-100.1010113,-100.0858083,-100.0729846,-100.062426,-100.0472244,-100.0381236,-100.0378515,-100.0302737,-99.48833482
-100.2286468,-100.2207366,-100.2034345,-100.1821332,-100.1598685,-100.1383716,-100.1185966,-100.1010178,-100.0858156,-100.0729923,-100.0624338,-100.0472497,-100.0384305,-100.0374582,-99.99674001,-99.54605628
-100.2286468,-100.2207365,-100.2034343,-100.1821325,-100.1598667,-100.1383681,-100.1185914,-100.1010111,-100.085808,-100.0729838,-100.0624239,-100.0472394,-100.0384605,-100.0346616,-99.96908467,-99.864137
-100.2286468,-100.2207366,-100.2034345,-100.1821332,-100.1598684,-100.1383715,-100.1185967,-100.101018,-100.0858159,-100.0729925,-100.0624339,-100.0472745,-100.0386139,-100.0325164,-99.97158263,-100.4943847
-100.2286468,-100.2207366,-100.2034343,-100.1821326,-100.1598668,-100.1383681,-100.1185913,-100.1010108,-100.0858074,-100.0729829,-100.0624229,-100.0472567,-100.0383945,-100.0291252,-99.99359799,-101.0145827
-100.2286468,-100.2207366,-100.2034344,-100.1821331,-100.1598684,-100.1383715,-100.1185969,-100.1010185,-100.0858166,-100.0729933,-100.0624353,-100.047293,-100.0384544,-100.0291708,-100.0485082,-101.2082572
-100.2286468,-100.2207366,-100.2034343,-100.1821326,-100.1598668,-100.1383681,-100.118591,-100.1010102,-100.0858065,-100.0729818,-100.062422,-100.0472593,-100.0380901,-100.0281164,-100.0904106,-100.6952614
-100.2286468,-100.2207366,-100.2034344,-100.1821331,-100.1598683,-100.1383716,-100.1185973,-100.1010192,-100.0858177,-100.0729947,-100.0624375,-100.0472993,-100.0382552,-100.0321324,-100.1311032,-99.57377424
-100.2286468,-100.2207366,-100.2034343,-100.1821326,-100.1598669,-100.138368,-100.1185906,-100.1010093,-100.0858052,-100.0729802,-100.0624202,-100.0472484,-100.0378614,-100.0322919,-100.1065905,-98.22760066
-100.2286468,-100.2207366,-100.2034344,-100.182133,-100.1598683,-100.1383717,-100.1185977,-100.1010202,-100.0858193,-100.0729968,-100.0624404,-100.0473014,-100.038278,-100.0381665,-100.074604,-97.48120824
-100.2286468,-100.2207366,-100.2034343,-100.1821327,-100.1598669,-100.1383679,-100.11859,-100.1010081,-100.0858032,-100.0729776,-100.062417,-100.0472318,-100.0378233,-100.0352307,-99.96937322,-97.89275701
-100.2286468,-100.2207366,-100.2034344,-100.182133,-100.1598683,-100.1383719,-100.1185984,-100.1010218,-100.0858217,-100.0730001,-100.0624445,-100.047309,-100.0385256,-100.0405628,-99.93400442,-100.0916277
-100.2286468,-100.2207366,-100.2034344,-100.1821327,-100.1598669,-100.1383677,-100.1185893,-100.1010063,-100.0858002,-100.0729736,-100.0624118,-100.0472135,-100.0378344,-100.0315317,-99.85207638,-102.7883981
-100.2286468,-100.2207366,-100.2034344,-100.182133,-100.1598683,-100.1383721,-100.1185993,-100.1010239,-100.0858254,-100.0730051,-100.0624509,-100.0473274,-100.0388406,-100.0381697,-99.95533593,-105.6479558
-100.2286468,-100.2207366,-100.2034344,-100.1821327,-100.1598669,-100.1383675,-100.1185882,-100.1010037,-100.0857957,-100.0729672,-100.0624035,-100.0471906,-100.0376858,-100.0233964,-99.95638465,-105.1899103
-100.2286468,-100.2207366,-100.2034344,-100.182133,-100.1598683,-100.1383723,-100.1186005,-100.101027,-100.085831,-100.0730131,-100.0624614,-100.0473591,-100.0391327,-100.0374834,-100.2121054,-102.6870833
-100.2286468,-100.2207366,-100.2034344,-100.1821327,-100.1598669,-100.1383672,-100.1185868,-100.1009999,-100.0857888,-100.0729571,-100.0623901,-100.0471548,-100.0372786,-100.0170895,-100.1369511,-95.34862785
-100.2286468,-100.2207366,-100.2034344,-100.182133,-100.1598683,-100.1383727,-100.1186022,-100.1010315,-100.0858396,-100.073026,-100.0624786,-100.0474089,-100.039494,-100.0452019,-100.4015527,-90.34353322
-100.2286468,-100.2207366,-100.2034344,-100.1821328,-100.1598669,-100.1383668,-100.1185849,-100.1009945,-100.0857781,-100.0729407,-100.0623677,-100.0470942,-100.0366181,-100.0135322,-99.98994275,-85.48216953
-100.2286468,-100.2207366,-100.2034344,-100.1821329,-100.1598683,-100.1383731,-100.1186043,-100.101038,-100.0858529,-100.073047,-100.0625077,-100.0474889,-100.0401429,-100.0610593,-100.2635705,-92.91319438
-100.2286468,-100.2207366,-100.2034344,-100.1821328,-100.1598669,-100.1383664,-100.1185824,-100.1009867,-100.0857615,-100.0729137,-100.0623297,-100.0469904,-100.0356653,-100.0048,-99.45325849,-100.9619824
-100.2286468,-100.2207366,-100.2034344,-100.1821329,-100.1598683,-100.1383735,-100.1186072,-100.1010475,-100.0858737,-100.0730818,-100.0625576,-100.0476243,-100.0413292,-100.080821,-100.1472913,-122.8337121
