,0
0,-4.591376518465845
1,0.0
2,-0.004884195426878338
3,0.01022040976379909
4,-0.009764263763077288
5,-0.009378345467873618
6,-0.008455358457722736
7,-0.0087329375946695
8,-0.007630909898492875
9,-0.005159688271997429
