,0
0,-6.781520674505244
1,-7.922246076940555
2,-7.940558871534588
3,-7.9342441651488045
4,-7.945874491889282
5,-7.942666333934181
6,-7.947915221924595
7,-7.950845450344269
8,-7.922511468333594
9,-7.957380045760613
