,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,5.824547863889974e-09,9.313367552751632e-09,1.7661529579954006e-07,2.541186105986526e-07,8.193524283939269e-06,3.86616572924936e-05,4.788936041677516e-05,1.5733838679921064e-05,1.106692522512276e-06,1.0093507286015467e-09,3.104907354937065e-07,2.18923562099414e-07,1.5461693222855594e-07,1.8404442849204067e-07,1.7274682867080064e-07,6.9511257052568e-06,2.792950185082077e-05,3.6405535048800175e-06,5.591407273186633e-06,2.3088377382407543e-05,6.16512291884419e-07,2.1672901760812782e-07,1.211908377683003e-07,2.0988464197300578e-07
1,0.004126435774534087,0.0001942829873229357,0.0003705610294133521,0.00021252570180507746,0.00023702715760265392,9.840791853221731e-05,3.102124316711752e-05,3.2988229854424844e-05,7.706136879193082e-05,2.978578236599506e-07,2.8766878425003827e-07,3.847557063724541e-07,1.7472164225291275e-07,1.9206712703554426e-07,2.3062829512809913e-06,3.337531990155185e-05,2.6177266470028826e-06,2.1242735208204522e-05,1.3452704980210228e-05,5.152643169026305e-06,8.273808906622548e-05,2.2465787671564048e-07,3.8351613826748507e-07,2.1743066566292736e-07
2,0.002341233945760024,6.76408467130147e-08,7.076469611777916e-08,1.5225215195633236e-08,5.486923330571853e-09,4.21845953724187e-08,1.009386782158117e-05,4.042329500464348e-06,7.88554695666764e-09,1.5263462156365145e-08,3.549307484411457e-07,4.256053601077669e-07,3.8347948461137094e-07,1.199445911481689e-07,4.5240504640075245e-09,1.1923521358361947e-07,8.281907458654048e-08,2.8832057368716166e-08,1.62449126150932e-07,5.738029359108506e-09,9.39093310935651e-09,9.088036857812136e-08,5.972541351461085e-08,1.8825086449740064e-08
3,0.0003314241867329315,7.076486261352972e-08,6.764371655538571e-08,0.00028736054972355873,7.68823271712904e-06,1.378799135309805e-05,2.3420551507058462e-06,2.8659944284470384e-06,2.389521670116522e-07,3.663213187926617e-07,1.5206004537083738e-08,9.88941598478732e-06,2.9808849077994637e-07,1.4805585912824881e-06,3.0699300576128496e-10,8.764224967432215e-08,1.2800745384678066e-07,6.078311898249922e-08,3.434565698512415e-07,4.015855061823004e-07,2.1146065176035024e-07,6.497217767340431e-08,1.0341437589673672e-07,1.9348492458077225e-08
4,0.000636031670847359,1.4972829076901565e-08,0.0005824021780966859,3.3177012426829217e-08,1.5877939558059447e-09,5.670381092641929e-10,3.290280659441336e-10,6.071057218949305e-10,3.273689417703912e-10,5.271296631754266e-10,6.533901913868409e-10,5.027660530654198e-09,6.930432289578152e-08,1.3919356859700305e-07,3.837986425091536e-07,4.129272860089938e-09,4.13475134135179e-09,7.363047493684282e-09,7.008192407356105e-09,9.064928689807842e-09,2.7376528374144964e-08,4.103137563049586e-07,2.4898457596811982e-08,2.0337671348357974e-08
5,6.204384547459085e-06,1.3508074127193241e-08,2.5874717003659953e-05,1.6289396125198697e-09,2.4621596530494116e-06,6.548288524754753e-07,2.5469880487456467e-09,3.176609888833587e-10,5.052348868161971e-07,4.0084375868213443e-10,4.552684017894226e-10,8.455651582893516e-10,9.288135554762439e-10,2.6288400322628416e-09,2.6732704821927887e-09,4.134753127215727e-09,4.12925529700916e-09,7.0154051685366605e-09,7.289385982067628e-09,6.235491305525774e-09,1.5481452560323468e-08,1.6896092048410908e-08,1.9586874263122548e-08,2.0981134065915102e-08
6,3.601219009041756e-05,2.9947452306858284e-07,7.159756606256451e-06,5.094650606119447e-10,1.8300693938044788e-07,7.992056993726932e-10,3.9807131192157635e-09,1.3756571741235026e-09,3.437918769257483e-10,4.15812631785995e-10,5.344197841594678e-06,9.350464972885265e-10,8.145810977140515e-10,2.6735684916888973e-09,2.6264375552130075e-09,5.370071811228172e-06,6.5498571939423544e-09,3.0623644710531023e-09,5.352558921422815e-09,8.765182277895348e-09,1.6131412870102485e-08,1.189627133277253e-08,1.1980507705129271e-08,4.0535674017405654e-07
7,4.339306372003193e-07,3.120561446930738e-07,7.569394711026689e-08,3.909695551957789e-10,8.703596102896861e-10,3.990977527256908e-09,1.97912046784489e-09,4.377012463519673e-09,4.5145202094321423e-10,1.093379721694987e-05,1.8910071314473417e-08,3.1926187382302267e-10,8.707138405839032e-07,5.00646817941017e-10,3.751428359066722e-07,7.351235544712862e-09,4.754366660211567e-09,6.484371337225008e-09,2.104496168442438e-07,4.1876563017240187e-07,2.881096248481002e-07,5.477121334251933e-08,3.875454193651828e-09,8.219990732527549e-08
8,1.2433377404150094e-07,5.879695136071557e-08,4.143335586700441e-08,3.1370726973614115e-10,3.2228064006600964e-10,1.3815394216332554e-09,4.391522131629625e-09,1.1366477109328932e-09,6.832003436822331e-10,1.2267812009709956e-09,1.4302792165760939e-09,3.9028981581336455e-09,2.395916922637298e-07,4.80118016781542e-10,1.8178862148943153e-07,5.4748667629420144e-08,1.4457755170838027e-07,3.992408471719121e-08,3.749515826712013e-07,8.559674640196135e-07,2.1642358367566617e-09,8.842482523659242e-09,4.2148415957399266e-07,2.527663376383771e-07
9,1.2935398534862037e-07,4.292658192290742e-08,5.608664320217588e-08,3.2530452866927673e-10,9.638131355551207e-10,3.5638257387984603e-10,4.5525735494411965e-10,6.834275762801038e-10,8.54495234283448e-10,1.4043504489981922e-09,1.230276065599539e-09,4.702381134227989e-08,3.500457158449704e-08,2.5887933219337356e-07,3.235285142011435e-07,4.776151030227993e-08,7.513870639233374e-09,3.355053799578627e-07,2.3300697193917586e-07,2.3560439288417e-07,2.2044091530264362e-07,6.439761968124458e-07,3.9609932045436835e-07,6.97149715733758e-08
10,1.4386599254123666e-06,1.5011685034840962e-07,8.243907032579045e-07,6.285995833212297e-10,3.4200464991581255e-10,9.490329560435384e-06,6.097785316683257e-07,8.929198743147179e-10,1.3698469243659855e-09,9.014749906555153e-07,4.913104305614979e-07,3.565913368432789e-08,6.226457465174917e-07,2.2313996694833804e-07,4.5836979012392476e-07,4.5051318053879186e-07,2.5492214226849753e-07,3.401103692690356e-07,1.4180361063154123e-07,2.0010343959597776e-07,1.567079757688975e-08,4.987551918134159e-07,4.923511696119931e-07,3.145941427362686e-07
11,5.722824763410017e-06,2.0087903235185687e-07,1.4918151229892374e-06,4.0630548391471884e-10,4.528431141486717e-10,6.096818694345529e-07,1.0814088149402323e-06,1.4498727746363682e-09,9.241342406640288e-10,3.8085364906237373e-07,1.5864265989762316e-07,6.281476630801087e-09,2.838743426991641e-07,3.2173694108905693e-07,9.759048995713139e-08,2.1572776986999997e-07,1.2661968944520342e-07,1.5380894871539722e-07,1.8853328143109138e-07,3.461022295425664e-07,2.7879528642236094e-08,2.1549729467551515e-07,3.989051506457804e-09,1.708393071453429e-07
12,5.07619835232731e-06,4.328753207626532e-10,2.390325935408555e-06,4.2355899054768997e-07,3.754064096965886e-09,3.816487112231077e-09,2.5126018954324536e-07,6.574045698926057e-07,9.860902278386219e-09,4.4378565467237787e-08,4.84665283461368e-08,1.3499944984118883e-07,8.80078310672161e-07,1.023683376054332e-07,8.138201934571043e-08,4.197283836049337e-07,1.4339681903692786e-07,1.511126194700773e-07,2.322453731551377e-07,4.265980325464522e-09,4.857671598301749e-09,2.7328242411603004e-07,1.3016561579210406e-08,1.0145117101956203e-07
13,8.822491821547374e-07,5.299726831482944e-10,3.5814011951629254e-06,4.91242825972904e-07,3.837042457661407e-09,3.7487493143129416e-09,3.4938548054697094e-07,4.225703698068628e-07,2.224726879722961e-07,5.5032951251152146e-08,3.182906027632271e-08,6.592522723281036e-07,1.615839337887337e-07,4.039091798802019e-07,4.056797868278285e-08,2.7952539483067085e-07,1.711693834595329e-07,8.770946744355702e-09,3.977271170185759e-07,3.3929229559248597e-07,1.497058430110802e-08,3.485659263446905e-07,3.926733886347183e-08,3.5568679734865327e-07
14,9.42489677413505e-08,3.0735555430462877e-10,1.1853481996469938e-07,1.1435077314237879e-09,8.417070851457084e-10,6.544899084648606e-08,2.7358834987582296e-09,4.022300355134959e-09,2.223528310809741e-07,2.5019265023709804e-09,3.8705532645622043e-07,1.1394292901575572e-09,3.64206634628772e-07,7.258797822657471e-08,1.71466878398974e-09,2.6087644506571595e-07,4.1682402596165957e-07,4.534617550495415e-09,2.0618564633423375e-07,3.033420803433273e-07,3.698225228276897e-07,7.62802677990173e-08,8.536920367849991e-09,3.220467590381304e-07
15,1.297732694483982e-07,6.36133314267156e-10,3.1919720079887093e-09,5.620770091162087e-10,1.1813855854177252e-09,1.0789495024324749e-09,1.7175595769795514e-09,1.4023220273884363e-07,5.007564551673691e-08,7.03541388937075e-10,1.714604707947124e-07,6.348452132721854e-09,3.0646882581003396e-08,4.50062794646484e-09,7.546922110294119e-08,1.3636821334282629e-08,7.174405794308027e-09,4.7021136395215566e-08,1.3435620276506481e-08,1.6161568652617582e-08,1.0742762486454055e-08,1.5344510509020956e-07,4.606849714121293e-09,7.721797708571144e-09
16,8.352471226746335e-10,9.557213136515019e-10,1.0146701808764017e-09,1.0142311711977755e-09,9.83988324807079e-10,1.204058567915038e-09,3.712567523998317e-10,8.268016896222278e-10,2.937305892462411e-10,1.2123460591034004e-08,4.877944273286056e-09,7.197571275779834e-09,3.336047293418178e-09,2.534745034693915e-08,3.095472694940502e-08,9.436672318882396e-09,2.409864242740971e-08,3.029509322050834e-09,1.563648230323218e-08,1.413857466647216e-08,1.4478865298155935e-08,5.02601228960492e-08,8.103772906873811e-09,4.554055101240994e-09
17,9.549128485639554e-10,1.0227046225305243e-09,1.0142239828984084e-09,1.0146705684092217e-09,1.2437121941925963e-07,4.68574539226307e-09,2.3066419834838307e-09,5.227540507711467e-10,4.343415824943891e-07,5.0105183416483996e-09,1.3184421314562903e-08,5.528625726061143e-09,1.9207228184404648e-07,3.159782238936218e-08,2.7852467928683353e-08,2.10238609665739e-09,4.411812749034603e-09,1.0215905288506532e-08,1.3870064681896064e-09,1.4459922832000356e-08,1.4098013404294642e-08,2.809823962896925e-08,3.825246484016569e-08,4.2987325208985396e-09
18,1.0757521520475414e-08,1.030067992365995e-09,1.0248404461224855e-09,9.698120839340244e-10,9.026955195746655e-10,1.4590861881098521e-09,5.257031507749095e-09,2.9303641559836954e-10,2.951697494962245e-10,8.054595853612396e-10,3.678104151032587e-10,2.7520089693675597e-09,3.2526607348737614e-09,3.443946353639859e-09,1.085247500933499e-08,3.924170173465534e-08,3.87586593178936e-08,5.614934238318228e-08,1.4232709810434952e-08,1.134538197525381e-08,1.1387542348788609e-08,8.507945374490549e-09,1.695938685225857e-08,1.3201987518620745e-08
19,2.90438457284381e-07,1.2511022198852683e-09,3.3787498665560634e-07,8.867826535752575e-10,9.912946470273387e-10,6.137864016527262e-10,4.548840928742667e-10,2.9552809756178415e-10,2.9318520619108377e-10,4.383775585388307e-10,5.454984852752497e-10,3.480140382307057e-09,3.5609977702101595e-09,3.262129759752751e-09,2.6649447242329558e-09,3.8826780318829663e-08,3.179612826062504e-08,3.8219850617551095e-08,1.190521123984267e-08,1.138715673529406e-08,1.1346047021344449e-08,1.0300499306723273e-08,8.755882217072768e-08,1.4881493855182411e-08
20,3.2684207340594185e-07,7.360460395521885e-09,5.867382683939154e-09,3.528245778486344e-07,6.011323350857012e-08,3.613133916326542e-10,3.064717830625341e-07,1.6673028468972007e-07,1.1940781642202024e-09,8.870950994024402e-10,3.1223103166950137e-07,3.55473213327382e-09,3.480817557458033e-09,2.9985443349596285e-09,3.0849032056363026e-09,5.61453519241003e-08,3.82756922960605e-08,4.761517488795858e-08,1.148211166283232e-08,1.202880559199031e-08,1.0008719875016673e-08,1.1020960194664467e-08,1.4626264683023883e-08,1.1984954136740661e-08
21,2.6642046200300443e-07,5.72103028542475e-09,7.295693914094517e-09,5.006691294041324e-09,3.604227245546099e-07,1.1204760305491223e-09,1.6313867945427774e-07,2.788324877656123e-07,8.533923988451372e-10,1.1448760900603826e-09,2.0944460674683306e-07,1.0784034443403394e-09,2.484421112129483e-09,3.099637792429261e-09,2.980700538543643e-09,3.9614222166010554e-09,5.104518374969459e-09,6.8802958759998635e-09,9.86785031755578e-09,1.0676821031690304e-08,1.1393831143620126e-08,1.2454972257410367e-08,1.2985470792927597e-08,1.4301105546724298e-08
