,0
0,-4.327894465886508
1,-8.022495688538505
2,-8.034755014566333
3,-8.032281260524739
4,-8.031894637360647
5,-8.031931025114044
6,-8.031949285771221
7,-8.032043178390849
8,-8.03195075837663
9,-8.031959035847509
