,0
0,-3.578129207119667
1,-8.007111335483764
2,-8.020006595632923
3,-8.017136580277873
4,-8.016763356769658
5,-8.016775845815221
6,-8.016783247682657
7,-8.016812426832495
8,-8.016772334545202
9,-8.016798546709312
