,0
0,-4.8765461172058915
1,0.0
2,-0.0019298500673999635
3,-4.745502523430251e-05
4,0.0
5,-5.1139167451418233e-11
6,2.764335526115e-16
7,-4.411934194153803e-17
8,-3.7363627133402956e-17
9,-3.3844037489401953e-06
