,0,1,2,3,4,5,6,7,8,9
0,-75.71325106300235,-74.9266419587644,-75.8450689124656,-76.47278791047074,-74.1252446992878,-74.25193094216604,-75.07768450143845,-73.88480805556085,-74.64065124719932,-73.69224895170629
1,-75.35164107314426,-75.33172957271104,-76.03943722284795,-76.02632937966996,-75.09783093350387,-75.69160432666541,-70.21395384356704,-74.60720666584606,-74.97721060835177,-74.70501173068573
2,-75.33162314330599,-75.34993922571587,-75.47859334315002,-75.52428527898056,-75.4962738553273,-75.68824083719798,-75.6465484121314,-75.34619256705753,-75.54201667092241,-75.60142656208588
3,-77.20776707537429,-75.47258992674503,-75.70163774284944,-75.50799175827268,-75.51939072950047,-75.67524963899787,-75.65505962172233,-75.49271311115933,-75.24277604938436,-76.14912921350013
4,-75.88877701125534,-75.51858627642812,-75.50518021425911,-75.53205121795713,-75.4919444464646,-75.57516276537422,-75.61999599166538,-75.65086301718027,-75.68051387501914,-75.60013571807472
5,-74.97336086749735,-75.49753427331854,-75.51536772634147,-75.47829494216127,-75.77577986739153,-75.5901318762689,-75.52275634439106,-75.64839846324777,-75.67942101547722,-75.62673222331696
6,-78.24589950340462,-75.67497697299947,-75.66266679994561,-75.56923124614315,-75.73365583179432,-75.53985575329142,-75.580952564778,-75.60614177892225,-75.6319674839233,-75.64405162061567
7,-81.03836845538486,-75.66155085194619,-75.67550536990507,-75.59961952111786,-75.6085148507585,-75.64674447939849,-75.79822379506673,-75.72009406198984,-75.61531761532095,-75.6459551155821
8,-69.71336467540611,-75.22858510812394,-75.53090557309972,-75.60568321789968,-75.59799753705508,-75.58312127325587,-75.61286626480344,-75.47394119834713,-75.65871839579081,-75.6293938776477
9,-94.49014646906393,-76.57830426906617,-75.92953087428262,-75.66277015218884,-75.64197698903352,-75.62316725645717,-75.62581416168642,-75.60613282848793,-75.61928147246054,-75.63459488257547
