,0,1,2,3,4,5,6,7,8,9
0,2.6883553601840266e-08,2.6995963245770617e-08,8.681637174369657e-08,2.864957801937834e-07,1.3608520077923458e-05,1.4136082597815403e-06,1.3457001557526382e-06,3.883674629314926e-09,1.6987982137152413e-07,2.2970865003224563e-07
1,2.699717301980504e-08,2.8634776414273623e-08,1.1154713916994297e-06,0.00014147460692015557,1.7476334235766444e-05,6.22143269879416e-06,1.4390340652425948e-07,1.355845319614992e-06,0.0007902029313697767,5.049179965729607e-07
2,1.2235902033808088e-06,0.007059497230542888,0.0019236325916978103,0.0026164413668681163,9.674298837580864e-07,5.504696360958405e-07,1.5447191714201836e-05,2.580399881057221e-07,1.689815911900685e-08,2.5245230666251626e-07
3,3.896930385866959e-08,0.013500191297111996,0.0012917181304032965,2.6238051946132334e-08,5.568340601699688e-08,1.7785695623304815e-08,4.044593499062913e-07,5.718867806224492e-07,5.463907017111413e-07,6.409244675399488e-07
4,0.00015784387787221021,6.726928100420082e-05,2.647013448128831e-08,0.0014754380948005519,2.818289526458715e-08,2.7843132216216326e-08,2.378393406564849e-08,5.519850993494259e-07,5.772531170159315e-07,0.00013175732854620037
5,2.483193792683137e-08,1.9042563994972833e-08,5.242266820420713e-08,2.7126185008071943e-08,2.7850066014153182e-08,2.8198083740335524e-08,3.618412640230082e-08,1.3524622083913897e-06,0.00012309103304630753,4.782454316606087e-07
6,2.0169981943142902e-08,2.4770489890501993e-08,1.7189669145349293e-08,2.7813457949700093e-08,2.719743301036158e-08,2.1579490013895431e-07,2.8187065004281735e-08,1.7118395072269164e-07,9.986925879152883e-07,3.8359925703685543e-07
7,3.789787471529201e-08,4.3549551236310435e-06,4.281012858038712e-08,2.418216180045344e-08,2.9898999817212085e-08,2.6922326741703976e-08,2.2276504092701068e-08,9.563088350632992e-08,8.868874733485715e-08,3.7748952254682e-07
8,0.00020969664913650377,0.0007813173234865189,1.0675297858828018e-06,9.109183779238555e-08,0.0003076915463680052,5.0577339621327155e-05,5.749577044675269e-08,2.923187752681619e-07,9.234822982762125e-06,2.0280131426657767e-09
9,0.0008247740408933169,0.0008276991729445626,2.40364988538834e-07,1.9555612015722916e-07,0.00023558566878989495,0.0004920291532215515,2.4997632881544607e-07,5.3061686504721206e-08,5.8924494126699756e-05,4.760991577460469e-09
