,0,1,2,3,4,5,6,7,8,9
0,2.6477781629827713e-08,2.6405129109434693e-08,3.01872751846022e-08,3.0188172270501686e-08,3.475395118863805e-08,2.920683375657934e-08,1.1003225921513149e-06,1.550742283862967e-08,1.4046175351722923e-06,4.1306262900424806e-07
1,2.6405801925295878e-08,2.6476979925421727e-08,3.018681690844429e-08,3.0186618703222524e-08,2.8174460535597672e-08,4.42726849089292e-07,1.2346000138064575e-06,3.3976259615021914e-07,1.2295316649546852e-06,8.978145018545547e-07
2,5.901069442870721e-06,4.941712887784888e-07,1.6146916550496826e-06,2.4645978271564672e-06,5.474587453591084e-06,2.4693540865428076e-06,1.2784466036919184e-06,7.194769153784364e-07,1.1811414850626534e-06,1.344949254189487e-06
3,3.05038021530292e-08,6.045899155537882e-06,1.9266219197788814e-06,1.3099309370545598e-06,4.119617500464301e-06,9.95634010791946e-07,1.3049907039430764e-06,1.116794024369483e-06,1.1224444034022558e-06,1.2135015197145549e-06
4,3.548484354133326e-07,5.921204930814383e-06,1.1293697923520085e-06,3.125313980945066e-07,1.2793624648566038e-06,3.563898474112648e-07,2.13362777906124e-08,1.6161386623468697e-07,5.035731399343347e-07,2.381443666925982e-07
5,2.824320810502958e-08,8.507002462465607e-07,2.6953219958159025e-06,2.3609209165442735e-06,1.6507652443716586e-07,6.860009631935954e-07,9.53470423650381e-08,1.3606030919717082e-08,2.6068882922708437e-07,4.7313065135536937e-07
6,2.5963338319448352e-08,1.2750796400951003e-06,1.1477439869622685e-06,1.7388845023447175e-05,7.498091448826906e-07,8.455788531591679e-07,5.901507255397622e-07,7.763540281757741e-07,1.2631171699695187e-06,9.242361755923412e-07
7,1.624479435571955e-08,6.609598224601314e-07,8.489261489330602e-07,1.0096788622928265e-07,1.58385325494813e-07,5.0208493695643765e-09,2.7338905222507306e-07,4.682537188319103e-07,9.209160083401002e-07,5.843660139526327e-07
8,1.2854066537028568e-08,8.319737361262014e-07,1.053401192052661e-06,1.6538848968665086e-07,1.1477887431493063e-07,9.878389022333067e-07,6.149799958166113e-07,3.3870454457367657e-07,2.994641950814156e-07,1.7136493373149037e-07
9,1.0226030847137243e-08,3.5867283261004686e-08,1.3347376543336909e-06,2.3417732587598626e-09,2.9227399761321644e-07,6.270599328672688e-07,4.471530701266602e-08,2.495000055011329e-07,2.7363086430773507e-08,2.1036900713230448e-08
