,0,1,2,3,4,5,6,7,8,9
0,2.6500366149368685e-08,2.6289622212147777e-08,3.549832361317718e-08,7.640446845276656e-08,1.3798181726087932e-06,9.536135252119493e-06,1.204753445449569e-06,2.0921210786006839e-07,4.613847011114558e-07,5.1379776885239595e-08
1,2.6294405856765353e-08,2.649799420178676e-08,2.0373115076818262e-07,2.374048939657314e-05,1.6953572412603535e-07,1.257608261084897e-06,1.4214292818337526e-05,9.81961704837886e-07,7.260954788534946e-07,1.1816278014518576e-07
2,1.0803824324057132e-06,0.0002489093522939356,0.0004587266098070586,0.00018396845588597444,5.421059137233897e-05,1.245109389458321e-05,2.924766619116781e-06,6.517860391852537e-05,7.64084218900507e-05,1.4093951158934654e-07
3,3.297944847389326e-08,0.0060578671731406075,0.0013023364155060335,2.4293100531121723e-08,7.207220380037475e-08,2.0551873318843186e-08,7.844726610528596e-07,1.3154643387961427e-06,1.4885562440916442e-06,2.705804478633065e-07
4,0.0003769468416834343,8.146826010602126e-05,2.5232815622087588e-08,9.91907392773328e-05,1.4358459234304136e-08,1.393542164144666e-08,9.958023410426716e-08,1.2316716523847805e-07,1.6138379172379814e-07,3.048648440599354e-08
5,4.6476427951146464e-09,1.8753028243168046e-05,3.507968554609378e-08,1.4941154640769894e-08,2.4837040651172525e-08,0.00031257953676799843,9.458820768420951e-08,1.334216682777926e-09,1.0119250930529233e-06,9.902302993505693e-07
6,6.508149937189955e-06,2.32236340025338e-06,2.3148269485723412e-07,1.2794637627318566e-08,0.00012751270909916457,2.1067914701689006e-06,8.711251821969098e-08,1.594925309689188e-05,2.3285003678097382e-05,2.446824042286308e-07
7,4.1869061248578626e-08,3.378722137264761e-08,8.648420516034093e-08,1.1041749373876908e-07,1.0098803736958767e-07,8.54707491750842e-08,1.535864207170769e-08,1.3215872789332507e-06,2.0389376899454894e-07,2.826678994889959e-09
8,3.284585371626813e-08,4.323580852364016e-08,1.093894437444626e-06,1.0442658676115216e-07,2.047803444327201e-05,5.4864162706280695e-06,1.7093343783642173e-09,3.2307814596636057e-07,6.956465150810484e-07,2.2910865114684353e-07
9,2.476424504211359e-08,9.321725528366187e-06,3.3139344853097856e-08,1.1992246465250555e-07,9.256916939648363e-07,7.3252331844742e-07,1.0912995907953076e-07,8.697709193831822e-07,3.0322659526405005e-05,3.5552488120530487e-07
