,0
0,-4.787381309187924
1,0.0
2,-0.0020485919044579536
3,-4.904596160196521e-05
4,0.0
5,-1.592446045166103e-13
6,3.575717119785651e-17
7,-4.8035588196337086e-17
8,5.0520952211431027e-17
9,-3.774821841185261e-06
