,0
0,-4.532633555797455
1,-4.4754398677625045e-25
2,-0.005021773312921121
3,0.0
4,-0.01208505793415908
5,-0.007321377840501793
6,-0.0114775908062067
7,-0.011527589663417518
8,-0.007448303043705711
9,-0.008465078230700496
