,0
0,-5.04821627136097
1,0.0
2,-0.0017479757460273923
3,-0.00015746764422430273
4,-9.581160798591176e-10
5,-1.427252217582025e-05
6,-2.607809313448806e-05
7,-6.474868330823597e-05
8,-2.85955022202716e-05
9,-1.5488162853027208e-05
