,0
0,-4.745226160638837
1,-8.018329841296307
2,-8.030495397781708
3,-8.028377015371507
4,-8.027931832138876
5,-8.028010569079122
6,-8.028020804323884
7,-8.02872835297515
8,-8.028023838274036
9,-8.0280235976749
