,0,1,2,3,4
0,2.6462275406643717e-09,4.037253077855685e-09,7.821946986654409e-10,4.523713644458847e-08,1.0790980375929848e-07
1,1.710506881202889e-05,4.139166968286645e-06,8.322107802882783e-08,1.0807013950397959e-07,3.83525673441909e-08
2,9.008330010829013e-06,1.3889039449736414e-08,2.3428747929625277e-08,5.685673798438984e-08,5.750987419617104e-08
3,9.273523637887138e-08,4.207167284988632e-08,9.142386403482305e-08,3.202943794633484e-07,7.102841337314203e-08
4,7.726844941657873e-08,1.1106692276996455e-07,6.328521848786295e-07,2.401066083734804e-07,6.487919019804167e-07
