,0,1
0,-27.88464641,-30.95786005
1,-49.15638993,0
2,-49.21951017,-0.033509066
3,-49.219649,-0.012394498
4,-49.21333056,0
5,-49.21474663,-6.49E-07
6,-49.21406006,0
7,-49.21412788,0
8,-49.21408392,0
9,-49.21408326,0
10,-49.21407848,0
11,-49.21407463,0
12,-49.21405917,0
13,-49.21407822,0
14,-49.21408787,1.89E-15
15,-49.21392198,8.75E-05
16,-49.21412497,3.35E-16
17,-49.21413041,-0.000298711
18,-49.21407695,1.91E-15
19,-49.21425961,-0.00020357
20,-49.19012152,1.30E-15
21,-49.21056446,-4.05E-05
22,-22.1535116,4.36E-16
23,-49.39601906,-0.000102264
24,-28.07875006,-1.96E-08
25,-49.05832104,-6.90E-08
26,-28.07200192,-2.77E-15
27,-49.04936813,1.24E-15
28,-28.0720017,-1.03E-15
29,-49.04936801,-8.83E-16
30,-28.0720017,-1.10E-15
31,-49.04936801,-9.90E-16
32,-28.0720017,-2.45E-15
33,-49.04936801,5.16E-16
34,-28.0720017,-1.81E-15
35,-49.04936801,1.95E-15
36,-28.0720017,-2.78E-15
37,-49.04936801,-1.13E-15
38,-28.0720017,1.17E-15
39,-49.04936801,-1.09E-15
40,-28.0720017,-6.16E-17
41,-49.04936801,-1.39E-15
42,-28.0720017,3.59E-15
43,-49.04936801,3.16E-16
44,-28.0720017,7.03E-16
45,-49.04936801,-1.68E-15
46,-28.0720017,1.93E-15
47,-49.04936801,1.27E-15
,,
,,
