,0,1
0,-22.42871933,-17.88266673
1,-29.19677703,0
2,-29.23177471,-0.030763034
3,-29.23805008,-0.008765838
4,-29.23634667,-0.000340318
5,-29.23400052,0
6,-29.23411331,0
7,-29.23412018,0
8,-29.23410693,0
9,-29.23400383,-0.000716177
10,-29.23397039,-1.50E-16
11,-29.23397446,1.29E-15
12,-29.23395838,4.51E-16
13,-29.23432371,0.001253186
