,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-56.58356092,-237.7286009198208,-69.546321920513,-149.39050792101946,-80.09338907861502,-123.15673440808578,-87.67151002602759,-111.93036803368811,-92.63898285446261,-106.41571864941677,-95.70469196211465,-103.53821182252526,-97.53462785381393,-101.99309500330268,-98.6070248528574,-101.14393672119738,-99.22370472358561,-100.6626301998354,-99.57048629596096,-100.383498814542,-99.7653819553389,-100.22513135730946,-99.88060779025668,-100.14142234813305,-99.95236364548285
1,-99.69924564,-99.98547480880984,-99.98843695685466,-100.03494866996314,-100.03848244380745,-100.05276928408848,-100.04636725165264,-100.04323014841925,-100.03448427555203,-100.02801404734737,-100.02496083940746,-100.02408159842199,-100.02769542045354,-100.03160053857383,-100.03631316076125,-100.0390419187289,-100.03949072555724,-100.03788755652816,-100.03437989149593,-100.03111920152628,-100.02833650546268,-100.0278023829514,-100.02882812023623,-100.03169524165067,-100.03454659538903
2,-99.98358717,-99.98846799733742,-99.98527300104385,-100.03877329754347,-100.03378626247967,-100.04834916330175,-100.04021280731557,-100.04812391356616,-100.00953367252899,-100.02223793626443,-100.02372564442379,-100.02478892435646,-99.97828837790881,-100.00907188973598,-100.04276599544305,-100.03957933414475,-100.0391399306873,-100.04085426457739,-99.98293414957928,-100.01310702782881,-100.02767384260073,-100.02815423911088,-100.0272136022538,-99.89251237714925,-100.07175826115378
3,-99.98838563,-99.98302673312453,-100.0492899887643,-100.0624408526945,-100.05156447746006,-100.04595573628097,-100.0517301597912,-100.06734589185716,-100.02502606089769,-100.02461699531916,-100.0218781633065,-100.02700237068093,-100.00791799285292,-99.9878827857291,-100.0374614112352,-100.02970247631974,-100.15733086860494,-100.03705931554002,-100.01522392955793,-99.96313493019731,-100.02965835699189,-100.02485012345288,-100.02950557282439,-100.06439352763827,-99.95196758254457
4,-100.03426850000001,-100.03884254931755,-100.06234990572132,-100.05448737056483,-100.01834421879892,-100.03088195519335,-100.00691517879974,-100.03929051107674,-100.02460168804458,-100.02501702557481,-100.07452704494135,-100.03189873536935,-100.03551428010132,-100.03157370376972,-100.03449906128614,-100.05789361334685,-100.02727290925384,-100.03373695544171,-100.03259443129758,-100.03346315282958,-100.03321843493568,-100.03317473132803,-100.03350290373879,-100.03288749995785,-100.03333659000896
5,-100.03842790000002,-100.03252018677392,-100.05161512621206,-100.01633895815581,-100.03127667043744,-100.0255578218558,-100.02679661643198,-100.03186166866298,-100.03298104512457,-100.03391948395327,-100.03398009129836,-100.03388177939937,-100.0334904667916,-100.03319052753898,-100.03292837261297,-100.0328500973292,-100.03283864926402,-100.03298561114273,-100.0330742913907,-100.03327170062289,-100.03316442226881,-100.03321312094387,-100.0332767597386,-100.03314928456248,-100.03311663912186
6,-100.0524829,-100.04827531206557,-100.0458637952555,-100.03081513867679,-100.02519691018283,-100.0268168352623,-100.02500932817227,-100.03364320684416,-100.0364105655985,-100.03398380761232,-100.0339426325336,-100.03400492479365,-100.03270468846871,-100.04043865016052,-100.03282417935432,-100.03283669529004,-100.03284924976532,-100.03330397756082,-100.03283197924479,-100.03322070727208,-100.03325259162605,-100.03326022863389,-100.03324102032195,-100.03309656294066,-100.03318493135713
7,-100.04647750000001,-100.03946780466974,-100.05159929057226,-100.00726463645124,-100.02678213744134,-100.02415929605607,-100.03413640214224,-100.0348826018279,-100.03433519580568,-100.03386373196783,-100.03401592550965,-100.03389000825187,-100.03003255465414,-100.03228616398074,-100.03283837746218,-100.03282333716068,-100.03290848652927,-100.03245416829928,-100.03460428722146,-100.03332963436311,-100.03326160714909,-100.03325404717751,-100.03329930207991,-100.03172450621129,-100.03296346988928
8,-100.0432431,-100.04843237972496,-100.06601536621282,-100.03918308138577,-100.03182443211597,-100.03366432960343,-100.03487744010492,-100.03445888668745,-100.03304669824387,-100.03661437816483,-100.03286442481551,-100.03290911856287,-100.03307448845398,-100.03308970001909,-100.03330720124335,-100.03311995724117,-100.033249058178,-100.03312555426088,-100.03314524656395,-100.03311844198463,-100.03311136295771,-100.03311893926525,-100.0331198986373,-100.0331264482294,-100.03313698327538
9,-100.03465729999999,-100.00724897810545,-100.02565159363287,-100.02432338387396,-100.03296374054065,-100.03625482810817,-100.03434097380502,-100.03298616656896,-100.03775663022726,-100.03116220938739,-100.03291035382344,-100.03285147146511,-100.03309114924953,-100.03307300477032,-100.03317908321364,-100.03318071863706,-100.0331715781187,-100.03314211943074,-100.0331339819667,-100.03310924153274,-100.03311511393849,-100.03312004673822,-100.03311878162002,-100.03310891872943,-100.03313251891443
10,-100.02811949999999,-100.0222766868497,-100.0244496819985,-100.02557130457265,-100.0339019673043,-100.03398380746442,-100.03386012517859,-100.03670751261656,-100.0310429354052,-100.0330131522143,-100.03314745088805,-100.03311405191903,-100.03445041280493,-100.03328838795093,-100.03318076606324,-100.03317929900447,-100.03318756517653,-100.03310712372856,-100.0329753766035,-100.0331190437908,-100.03311845804421,-100.03310896124589,-100.0331139317587,-100.03312045062506,-100.0331351814952
11,-100.02503409999998,-100.02370958052997,-100.02195365518354,-100.05912167385578,-100.03397792777584,-100.0339356019224,-100.03401743765784,-100.03284673003482,-100.03291158867529,-100.03314686356279,-100.03311730266608,-100.03314303935758,-100.03330516720774,-100.03302441976602,-100.03316796425908,-100.03318948196132,-100.03317345200301,-100.0330649897853,-100.03309664938992,-100.03311842350733,-100.03311898409474,-100.03311358494302,-100.03310999439508,-100.03395395055821,-100.03313458559332
12,-100.0241074,-100.02484159750286,-100.02706173127615,-100.03199952930711,-100.03388197421972,-100.03400182130115,-100.03386856189405,-100.03290917806413,-100.03281753878014,-100.03311418384966,-100.03314261011727,-100.03369533024826,-100.03321085487492,-100.0331727862647,-100.03314206229271,-100.0330956139327,-100.03311693053337,-100.03312356537356,-100.03314092466775,-100.03312637574633,-100.03310429967233,-100.03312171618748,-100.03314887938757,-100.03312448315093,-100.03313227647473
13,-100.0276418,-99.98941708242265,-100.00788092973444,-100.03542613035377,-100.03349868066778,-100.03266278781732,-100.0299498372151,-100.03307195701004,-100.03309145671089,-100.03394222155417,-100.03330535575216,-100.0332105246067,-100.03318212530222,-100.03534409251863,-100.03310581532932,-100.03311291861559,-100.03312854286605,-100.03311041466702,-100.03313128645517,-100.03313307876759,-100.03313318863066,-100.03313148370567,-100.03312968095287,-100.03313043201592,-100.0331311823643
14,-100.0315363,-100.00861391109053,-99.99359345867474,-100.03162803512228,-100.03319440298277,-100.04502129762034,-100.03225551203005,-100.03308946835283,-100.03306993128886,-100.03329199604175,-100.0329520377129,-100.0331731131132,-100.0343350866431,-100.03311573803418,-100.03311461518986,-100.0330602565861,-100.03309828605151,-100.03314740690321,-100.03313374785319,-100.03313319379633,-100.03313308504842,-100.03313893477448,-100.03313022618957,-100.03313633632702,-100.03313059582578
15,-100.03622790000001,-100.04292921436846,-100.03730669858103,-100.03449469611287,-100.03293400925557,-100.03282194043064,-100.0328399141761,-100.033301244086,-100.03317825888654,-100.0331806703934,-100.03316780748781,-100.0331402102505,-100.03310565358728,-100.03311461472146,-100.03311562955614,-100.03309916294715,-100.03307263703721,-100.03313237762312,-100.03313299335517,-100.03313396138978,-100.0331296083349,-100.03313233709581,-100.03313069954955,-100.0331304014499,-100.03313005109293
16,-100.0389875,-100.0395728256204,-100.030850327724,-100.05019011988608,-100.03285151926471,-100.03283744963909,-100.03282059345771,-100.03312192751756,-100.03318057348275,-100.03317867599397,-100.03318947972141,-100.03309691076093,-100.03311281088102,-100.03305376843778,-100.03309903864296,-100.03311968304723,-100.03313736122018,-100.03313302663338,-100.03313247155629,-100.03315894367792,-100.03313284917007,-100.03313145112469,-100.03312911565664,-100.03313341480728,-100.03312889520821
17,-100.0394704,-100.039101357922,-100.11805597346546,-100.02829333579835,-100.03283949137513,-100.03285056826388,-100.03291245385675,-100.0332445341467,-100.03317164674472,-100.03318713845704,-100.03317200374613,-100.03311667344941,-100.03312950870576,-100.03309803249118,-100.03306956121773,-100.03313726999141,-100.03313368230495,-100.03309973882409,-100.03311950485566,-100.03313121940043,-100.03313013472749,-100.03313026291198,-100.033163096936,-100.03312521854875,-100.03312820552279
18,-100.0379052,-100.04076428984894,-100.03701113783258,-100.0336859807134,-100.03298404210558,-100.03332488527452,-100.03247025892146,-100.03312791533887,-100.03314201936783,-100.03310684953371,-100.03306356049636,-100.03312349547242,-100.03310942531297,-100.03315001133757,-100.03313218650565,-100.03313304416207,-100.03308933411112,-100.03311973420237,-100.03309589126837,-100.03313026096794,-100.03313025441933,-100.03313014680022,-100.03312663853876,-100.03312939949433,-100.03311982610312
19,-100.0344466,-99.9734552325411,-100.01556746682134,-100.0326203945032,-100.03307272200028,-100.03282380997761,-100.03480013849183,-100.03314436102234,-100.0331345055283,-100.03296644144737,-100.03309627886368,-100.03314049448768,-100.0331312027717,-100.03313375168754,-100.03313299423549,-100.03313234264678,-100.03311943298038,-100.03307945097899,-100.0331307489985,-100.03313025446496,-100.0331302610083,-100.03313268099124,-100.03312825194584,-100.0331250032956,-100.03313221347302
20,-100.03117359999999,-100.01300438823104,-99.93038073807374,-100.03344432404572,-100.03327081076513,-100.03321941646138,-100.0333311227747,-100.03311939601866,-100.03310788969024,-100.03311958187066,-100.03311826733777,-100.03312649128793,-100.03313303472477,-100.03313318800282,-100.03313397123453,-100.03316382554819,-100.03313110514388,-100.03313026152436,-100.03313025220612,-100.03313118757444,-100.03312871318657,-100.03312858942336,-100.03313011148234,-100.03312956859341,-100.03312990732984
21,-100.0284002,-100.02766282928476,-100.02971616016194,-100.03322498993457,-100.0331551492702,-100.03325173998711,-100.03326146472214,-100.03311121550416,-100.03311530454934,-100.0331183910029,-100.03311934515517,-100.03310160540988,-100.0331331792934,-100.03313304558066,-100.03312942004708,-100.03313286070812,-100.03313016980618,-100.03313025210026,-100.03313026160713,-100.03312869723923,-100.03312859302142,-100.0331287071737,-100.0331296015992,-100.03312976806721,-100.03312973095714
22,-100.0278177,-100.02818600503124,-100.02450650719534,-100.03317280482833,-100.03321755041117,-100.0332598427415,-100.03325338991819,-100.03311896925881,-100.03311997079791,-100.03310974568316,-100.03311368329442,-100.03312250016147,-100.03313149366834,-100.03313855463676,-100.03313230404906,-100.0331314209459,-100.03313025711171,-100.03313017561473,-100.0331320970505,-100.03312859037423,-100.033128692686,-100.03312988314754,-100.03312994314206,-100.03312973227729,-100.03312975289488
23,-100.0288193,-100.02725621650528,-100.02962908065093,-100.03349847094533,-100.0332752813904,-100.03324172714443,-100.03329560257754,-100.03311985041509,-100.03311883695557,-100.03311398135668,-100.03311053033646,-100.03314441495893,-100.03312971689961,-100.03313022749954,-100.03313070569921,-100.03312904800134,-100.03315358901853,-100.03312664860678,-100.03312826250378,-100.03313001568893,-100.03312960209728,-100.03312994310485,-100.03312988903731,-100.03312977179701,-100.03312970896077
24,-100.03160759999999,-99.95742704206715,-100.06066435465995,-100.03289906035218,-100.03315028558937,-100.03309546903563,-100.03151494464937,-100.03312635054291,-100.033108954117,-100.03312054870759,-100.033582491914,-100.03312515338489,-100.03313040010099,-100.03320954699102,-100.03313040450061,-100.03313354082842,-100.03312502354919,-100.0331293280583,-100.03312503685135,-100.033129578365,-100.03312975713742,-100.0331297325496,-100.03312977162183,-100.0331298276039,-100.03312985479758
