,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-54.56016789,-327.080345,-63.64068045,-191.4237951,-71.85936013,-148.9593565,-78.85287768,-129.2656526,-84.50007856,-118.5070502,-88.87037022,-112.1006621,-92.14258355,-108.088539,-94.53253825,-105.4960039,-96.24663962,-103.786745,-97.46003458,-102.6448428,,,,,
1,-100.0191716,-100.221938,-100.2239287,-100.2281863,-100.2282093,-100.2286585,-100.2285729,-100.2286609,-100.2286319,-100.2286522,-100.2286427,-100.2286489,-100.2286454,-100.2286476,-100.2286462,-100.2286471,-100.2286465,-100.2286469,-100.2286467,-100.2286468,,,,,
2,-100.2210376,-100.2239485,-100.2201894,-100.2282094,-100.228185,-100.2285866,-100.2286163,-100.2286391,-100.2286439,-100.2286457,-100.2286464,-100.2286466,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286467,,,,,
3,-100.2239071,-100.2150331,-100.2283008,-100.2286906,-100.2286239,-100.2286444,-100.2286464,-100.2286474,-100.2286463,-100.2286471,-100.2286467,-100.2286469,-100.2286467,-100.2286468,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,,,,,
4,-100.2281479,-100.2282094,-100.2286835,-100.228626,-100.228639,-100.2286465,-100.2286483,-100.2286468,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286467,,,,,
5,-100.2282085,-100.2281384,-100.2286242,-100.2286387,-100.2286472,-100.2286476,-100.2286469,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286467,-100.2286468,-100.2286468,-100.2286468,,,,,
6,-100.228654,-100.2285859,-100.2286442,-100.2286466,-100.2286476,-100.2286473,-100.2286467,-100.2286467,-100.2286461,-100.2286468,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286467,,,,,
7,-100.2285736,-100.2286152,-100.2286464,-100.2286481,-100.2286469,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286467,-100.2286468,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,,,,,
8,-100.22866,-100.228639,-100.2286474,-100.2286468,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286469,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,,,,,
9,-100.2286322,-100.2286438,-100.2286463,-100.2286467,-100.2286467,-100.228647,-100.2286468,-100.2286468,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,,,,,
10,-100.228652,-100.2286457,-100.2286471,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,,,,,
11,-100.2286428,-100.2286464,-100.2286467,-100.2286468,-100.2286468,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,,,,,
12,-100.2286488,-100.2286466,-100.2286469,-100.2286468,-100.2286468,-100.2286467,-100.2286468,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,,,,,
13,-100.2286454,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286467,-100.2286468,,,,,
