,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
14,-100.2286476,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286469,,,,,
15,-100.2286462,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286467,,,,,
16,-100.2286471,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286467,-100.2286468,,,,,
17,-100.2286465,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286467,-100.2286468,-100.2286468,,,,,
18,-100.2286469,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286467,-100.2286468,-100.2286468,-100.2286468,,,,,
19,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286468,-100.2286467,-100.2286468,-100.2286468,-100.2286467,-100.2286468,-100.2286468,-100.2286468,-100.2286468,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,
