,0,1,2,3,4
0,-7.914333196323849,-7.924750265553596,-7.933479455421622,-7.939792716640737,-7.94664703810877
1,-7.930805656780769,-7.912840101934787,-7.939747777514505,-7.933150743291362,-7.952131593009967
2,-7.929988012934983,-7.945081953771214,-7.914037841194012,-7.944094033272725,-7.946439103429787
3,-7.934971505058821,-7.940945750069402,-7.942942047795624,-7.916059905838759,-7.946246023865636
4,-7.943819183930976,-7.94015302549076,-7.905669822743793,-7.95349658977948,-7.9473340348472625
