,0,1
0,-48.16727293059228,-61.94960236237609
1,-100.22285473653875,0.0
2,-100.22397307295,0.0
3,-100.22808479313694,0.0
4,-100.22820990058747,0.0
5,-100.2286327911926,0.0
6,-100.22858337101893,3.7620145086899306e-15
7,-100.22867615668174,-3.422061534756576e-15
8,-100.22863838609284,-2.2988801256962486e-15
9,-100.21947686483304,6.747881857804693e-16
10,-100.22864561890466,2.5208510176194684e-15
11,-70.80829734079006,121.01875433601107
12,-100.22864661831005,-2.1353517526292308e-15
13,5.885705696324043e+16,-1.034423224760535e+35
14,-100.2286462302491,3.332979317162669e-16
15,-100.22864674723407,0.0
16,-100.22863160754093,-1.04020453190098e-14
17,-100.22864668634007,0.0
18,-100.22926652885583,2.0058300644422936e-15
19,-100.22864711667722,1.1541184454664097e-15
