,0
0,-5.812442568760953
1,-7.980370414512343
2,-7.993843164644981
3,-7.993604094114126
4,-7.99335628684307
5,-7.993448129309522
6,-7.99533594479333
7,-7.9935335082397305
8,-7.992850831550233
9,-7.993378394537551
