,0
0,-4.9403996012986555
1,0.0
2,-0.002439097745027833
3,-0.0022846640109458866
4,-0.0027866063216300065
5,-0.0008524621381902375
6,-0.0003848586505372509
7,-0.00022139652593280488
8,-3362.683880119513
9,-3.1921462953564004e-18
