,0,1
0,-5.85824684,-4.927917886
1,-7.97258435,0
2,-7.982409646,-0.000966441
3,-7.982897116,-0.002814081
4,-7.983122087,-0.001125722
5,-7.983156048,-0.000552675
6,-8.006100203,0.018664449
7,-7.98312413,-0.000134196
8,-7.982978402,0
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
