,0,1
0,-6.620949388,-4.664064326
1,-7.930109465,0
2,-7.941403434,-0.000889503
3,-7.929541449,0
4,-7.946390364,-0.005381128
5,-7.946731121,-0.005156946
6,-7.945564165,-0.004612412
7,-7.94951791,-0.002639341
8,-7.948116728,-0.00406223
9,-7.950103837,-0.000547595
10,-7.949301756,0.00E+00
,,
,,
,,
,,
,,
,,
,,
,,
,,
