Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,99.76183338,95.96257695,95.96254677,99.80971494,-5039.546443,99.73171048
1.5,98.97300201,95.32013686,95.32015077,95.50386212,95.50386336,99.26209342
2,97.02630413,90.24395871,90.24395424,90.47231457,90.472318,97.54083955
2.6,100.3410464,85.66664558,85.66664588,100.9360133,269.5958659,100.3997794
3,110.5900127,113.753956,86.8059708,87.14444513,408.1532277,109.6916793
