Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,99.04536846,99.74510247,99.80185107,99.35279278,99.08172435,99.80677854
1.5,96.85232611,98.85947577,96.91699706,97.23640452,96.91699706,100.2404027
2,90.64708854,96.91605091,96.90124621,91.56013689,91.34588237,95.51587061
2.6,82.25870949,97.63280288,79.14694852,85.81630417,62.69624792,87.45994771
3,92.09367372,102.8143775,51.64493791,98.20349773,58.6631855,105.0342963
