Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,100.0001432,100.0000258,99.99999562,99.9999585,100.0002427,99.99997481
1.5,100.0031773,100.0001302,100.0000313,100.0015708,99.97090913,100.0006011
2,99.97729667,100.0006363,99.99987898,100.0488298,100.0065463,99.97722319
2.6,101.7544109,99.9751106,99.99352127,99.67379924,7.858746277,102.0197125
3,105.4122692,99.27886467,99.96733368,94.0078237,97.14194623,187.9645862
