Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,100.0034372,100.0209094,100.0298873,99.80837827,100.0923912,99.99331663
1.5,99.83791474,100.0730779,100.1143883,99.06428499,100.3294794,99.92048161
2,99.78512654,101.2589697,101.660992,99.95580565,100.9918999,99.7080895
2.6,105.7963516,108.7788232,110.3820314,100.6539693,106.3604867,105.2761113
3,113.639172,36.5976998,113.4572864,109.9873491,108.1534521,113.9965006
