Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,72.98722752,73.46052842,73.9431581,73.70184339,74.44560657,73.94639341
1.5,74.53999557,75.3598086,77.11620188,75.7835459,77.11620188,76.21715064
2,67.070462,68.09504809,69.16807356,68.63156498,70.35365023,69.18584532
2.6,46.04528162,46.6375707,47.25332086,46.94544718,47.92220514,47.26179381
3,46.74538203,47.53036382,48.35626997,47.94332119,49.27885397,48.371436
