Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,15.50263038,15.57371456,15.64578562,15.6097501,15.71991564,15.64612388
1.5,60.34130376,60.63588498,60.93482314,60.78535409,61.24287681,60.93631923
2,58.66102863,58.93874914,59.22045185,59.07960052,59.5104744,59.22181801
2.6,57.8580409,58.1374992,58.42104645,58.27927286,58.7131443,58.42245006
3,57.68415205,57.96740116,58.25486425,58.11113274,58.5511461,58.2563115
