Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,99.79076282,99.79119247,99.88218092,99.79348391,100.0940417,99.79143116
1.5,99.1531206,99.15973282,99.56366523,99.16561512,100.5081175,99.16114972
2,97.94347472,98.06830632,99.93801817,98.11606414,100.251236,98.07719662
2.6,101.5868078,101.6902569,111.5688121,101.7834329,100.5151971,101.7220943
3,108.6218606,110.3362796,138.1745208,109.1581787,103.8440737,108.7487001
