Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,19.90405619,19.94342691,21.70324301,19.99960766,23.66230318,24.10333774
1.5,82.0599524,82.25537726,94.6733012,82.57813534,105.8807957,100.1420289
2,81.22170643,81.4109812,95.77569027,81.746178,106.4169038,98.39786679
2.6,80.6088799,80.79757676,95.8408047,81.14725041,105.9899145,97.53444582
3,80.46256832,80.65180107,95.82841069,81.0092589,105.8663476,97.44602947
