Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,99.57721773,99.94000108,99.84487529,99.88903723,96.91713953,99.90808301
1.5,98.12589113,100.1600693,99.40506114,98.51520154,99.40506114,100.3178247
2,93.60253705,95.04602042,104.5309656,95.02228589,100.0999955,96.06695446
2.6,91.5475606,126.4164997,77.11794033,94.44010191,95.25142829,77.45918989
3,109.5933165,255.1310201,62.67236152,88.81328186,92.72139199,123.4689722
