Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,96.36749362,96.79732971,97.2329769,97.01515522,97.6807143,97.23496459
1.5,94.86492415,95.34129494,95.82491498,95.58310502,96.32372188,95.82740639
2,89.74297916,90.24916871,90.76402146,90.50659518,91.2971305,90.76701024
2.6,85.16173094,85.72708834,86.30385702,86.0154698,86.90490479,86.30781837
3,86.29877638,86.80597093,87.60343267,87.27359853,88.29459263,87.6085559
