Distance,MPn,L-Pade,Q-Pade,L-Borel,Q-Borel,Meijer-G
1,22.89182707,23.93839025,24.33102935,22.99347595,22.98226589,23.39868978
1.5,96.25995359,100.2931409,100.9477512,96.8526628,94.82644908,99.97757589
2,95.99025953,100.4425876,101.4316166,95.33947773,95.4899459,102.2746637
2.6,95.81703094,100.5848077,101.6685874,95.3659616,95.17248625,102.6438774
3,95.77558805,100.6219268,101.7250178,95.16239336,95.06886159,102.6687376
